form	lemma_def	pos	type	feats	src_mot
sceit	savoir	VERcjg	conjugue	_	
scelez	sceller	VERppe	participe passe	_	
scelez	celer	VERppe	participe passe	_	
scelez	seller	VERppe	participe passe	_	
scelez	geler	VERppe	participe passe	_	
scellee	sceller	VERppe	participe passe	_	
scens	sentir	VERcjg	conjugue	_	
scés	savoir	VERppe	participe passe	_	
sçet	savoir	VERcjg	conjugue	_	
sçeu	savoir	VERppe	participe passe	_	
sceü	savoir	VERppe	participe passe	_	
sceues	savoir	VERcjg	conjugue	_	
sceus	savoir	VERppe	participe passe	_	
sceusmes	savoir	VERcjg	conjugue	_	
sceüsse	savoir	VERcjg	conjugue	_	
sceussent	savoir	VERcjg	conjugue	_	
sceussés	cesser	VERcjg	conjugue	_	
sceussés	savoir	VERcjg	conjugue	_	
sceussés	esconser	VERcjg	conjugue	_	
sceüst	savoir	VERcjg	conjugue	_	
sçeut	savoir	VERcjg	conjugue	_	
scey	savoir	VERcjg	conjugue	_	
scez	savoir	VERcjg	conjugue	_	
schire	cirer	VERinf	infinitif	_	
schire	gésir	VERinf	infinitif	_	
schire	cuire	VERinf	infinitif	_	
schire	quérir	VERinf	infinitif	_	
sciet	scier	VERcjg	conjugue	_	
sciet	seoir	VERcjg	conjugue	_	
scituée	situer	VERcjg	conjugue	_	
scot	savoir	VERcjg	conjugue	_	
scrïerent	crier	VERcjg	conjugue	_	
scrïerent	écrier	VERcjg	conjugue	_	
scripsit	écrire	VERppe	participe passe	_	
scriptus	écrire	VERppe	participe passe	_	
séant	seoir	VERcjg	conjugue	_	
seantes	seoir	VERcjg	conjugue	_	
seantz	seoir	VERppa	ppa	_	
seat	seoir	VERcjg	conjugue	_	
seat	savoir	VERcjg	conjugue	_	
seat	scier	VERcjg	conjugue	_	
secet	seoir	VERppe	participe passe	VerbForm=Fin	
secet	seoir	VERcjg	conjugue	VerbForm=Fin	
secet	seoir	VERppe	participe passe	_	
secet	seoir	VERcjg	conjugue	_	
secet	sucer	VERppe	participe passe	_	
secet	sucer	VERcjg	conjugue	_	
seceure	secourir	VERcjg	conjugue	_	
seceure	secourer	VERcjg	conjugue	_	
secorés	secourir	VERcjg	conjugue	_	
secoreüs	secourir	VERppe	participe passe	_	
secorra	secourir	VERcjg	conjugue	VerbForm=Fin	
secorrai	secourir	VERcjg	conjugue	_	
secorranz	secourer	VERppa	ppa	_	
secorroit	secourir	VERcjg	conjugue	_	
secorroit	secourer	VERcjg	conjugue	_	
secoureust	secourir	VERcjg	conjugue	VerbForm=Fin	
secoureut	secourir	VERcjg	conjugue	_	
secoureut	secourer	VERcjg	conjugue	_	
secourez	secourir	VERppe	participe passe	_	
secourist	secourir	VERcjg	conjugue	_	
secourray	secourir	VERcjg	conjugue	_	
secourrent	secourir	VERcjg	conjugue	_	
secourrent	secourer	VERcjg	conjugue	_	
secourrir	secourir	VERinf	infinitif	_	
secouru	secourir	VERppe	participe passe	_	
secourue	secourir	VERcjg	conjugue	_	
secourut	secourir	VERcjg	conjugue	_	
secouruz	secourir	VERppe	participe passe	_	
secula	éculer	VERcjg	conjugue	_	
sedeit	seoir	VERcjg	conjugue	VerbForm=Fin	
sedéit	seoir	VERppe	participe passe	_	
sedendum	étendre	VERcjg	conjugue	_	
sedendum	entendre	VERcjg	conjugue	_	
seeit	seoir	VERcjg	conjugue	VerbForm=Fin	
sééit	seoir	VERppe	participe passe	_	
seellee	sceller	VERppe	participe passe	_	
seellée	sceller	VERcjg	conjugue	_	
seellée	sceller	VERppe	participe passe	_	
seellées	sceller	VERppe	participe passe	VerbForm=Part|Tense=Past	
séeller	sceller	VERinf	infinitif	_	
seent	seoir	VERcjg	conjugue	_	
séér	seoir	VERppe	participe passe	_	
séér	saisir	VERppe	participe passe	_	
seet	seoir	VERppe	participe passe	_	
seez	seoir	VERcjg	conjugue	VerbForm=Fin	
seéz	seoir	VERcjg	conjugue	_	
sééz	seoir	VERppe	participe passe	_	
sééz	être	VERppe	participe passe	_	
segna	signer	VERcjg	conjugue	VerbForm=Fin	
segnefia	signifier	VERppe	participe passe	_	
segnefient	signifier	VERcjg	conjugue	_	
segnefierent	signifier	VERcjg	conjugue	_	
segnifia	signifier	VERcjg	conjugue	_	
segnifie	signifier	VERppe	participe passe	_	
seguist	suivre	VERcjg	conjugue	_	
séi	seoir	VERcjg	conjugue	_	
séi	être	VERcjg	conjugue	_	
séi	saisir	VERcjg	conjugue	_	
séi	savoir	VERcjg	conjugue	_	
séi	choir	VERcjg	conjugue	_	
séie	scier	VERcjg	conjugue	_	
séie	être	VERcjg	conjugue	_	
séie	saisir	VERcjg	conjugue	_	
séie	seoir	VERcjg	conjugue	_	
séié	scier	VERppe	participe passe	_	
séié	seoir	VERppe	participe passe	_	
séié	être	VERppe	participe passe	_	
séié	saisir	VERppe	participe passe	_	
séíé	scier	VERppe	participe passe	_	
séíé	seoir	VERppe	participe passe	_	
séíé	être	VERppe	participe passe	_	
séíé	saisir	VERppe	participe passe	_	
séíé	sasier	VERppe	participe passe	_	
seíent	seoir	VERcjg	conjugue	_	
seíent	être	VERcjg	conjugue	_	
seierent	scier	VERcjg	conjugue	_	
seierent	seoir	VERcjg	conjugue	_	
seierent	choir	VERcjg	conjugue	_	
seierent	serrer	VERcjg	conjugue	_	
seiet	scier	VERppe	participe passe	_	
seiet	seoir	VERppe	participe passe	_	
seiét	scier	VERcjg	conjugue	_	
seiét	seoir	VERcjg	conjugue	_	
seiét	être	VERcjg	conjugue	_	
seíez	scier	VERppe	participe passe	_	
seíez	seoir	VERppe	participe passe	_	
seíez	être	VERppe	participe passe	_	
seigneurit	seigneurir	VERcjg	conjugue	_	
seignorye	seigneurier	VERcjg	conjugue	_	
seignot	saigner	VERcjg	conjugue	_	
seignoury	seigneurir	VERppe	participe passe	_	
seind	ceindre	VERppe	participe passe	_	
seind	être	VERppe	participe passe	_	
seind	sentir	VERppe	participe passe	_	
seingna	signer	VERcjg	conjugue	VerbForm=Fin	
seingne	signer	VERcjg	conjugue	_	
seingnerons	saigner	VERcjg	conjugue	_	
seingnerons	signer	VERcjg	conjugue	_	
seingniez	signer	VERcjg	conjugue	_	
seingniez	ceindre	VERcjg	conjugue	_	
seingniez	saigner	VERcjg	conjugue	_	
seinnent	saigner	VERcjg	conjugue	VerbForm=Fin	
seinnoient	saigner	VERcjg	conjugue	VerbForm=Fin	
seintefierent	saintefier	VERcjg	conjugue	_	
seira	scier	VERcjg	conjugue	_	
seira	seoir	VERcjg	conjugue	_	
seirez	seoir	VERcjg	conjugue	_	
seirez	scier	VERcjg	conjugue	_	
seirez	suivre	VERcjg	conjugue	_	
seirez	serrer	VERcjg	conjugue	_	
seirez	être	VERcjg	conjugue	_	
seirez	soudre	VERcjg	conjugue	_	
seirez	servir	VERcjg	conjugue	_	
seirt	seoir	VERcjg	conjugue	_	
seirt	servir	VERcjg	conjugue	_	
seirt	être	VERcjg	conjugue	_	
seirt	choir	VERcjg	conjugue	_	
seirt	sortir	VERcjg	conjugue	_	
seirt	sourdre	VERcjg	conjugue	_	
seirt	saillir	VERcjg	conjugue	_	
seisira	saisir	VERcjg	conjugue	VerbForm=Fin	
seisirent	saisir	VERcjg	conjugue	_	
seisirent	suivre	VERcjg	conjugue	_	
seisirent	soudre	VERcjg	conjugue	_	
seïst	seoir	VERcjg	conjugue	VerbForm=Fin	
séit	savoir	VERcjg	conjugue	_	
séit	être	VERcjg	conjugue	_	
séit	seoir	VERcjg	conjugue	_	
séit	saisir	VERcjg	conjugue	_	
seít	savoir	VERppe	participe passe	_	
seít	être	VERppe	participe passe	_	
seiun	être	VERcjg	conjugue	_	
seivent	savoir	VERcjg	conjugue	_	
seivre	sevrer	VERcjg	conjugue	_	
séivred	sevrer	VERppe	participe passe	_	
sejornéz	séjourner	VERppe	participe passe	_	
sejort	séjourner	VERcjg	conjugue	_	
sejourna	séjourner	VERcjg	conjugue	_	
séjourna	séjourner	VERcjg	conjugue	_	
sejournasmes	séjourner	VERcjg	conjugue	_	
sejournay	séjourner	VERcjg	conjugue	_	
sejourne	séjourner	VERcjg	conjugue	_	
séjourné	séjourner	VERppe	participe passe	_	
sejournerent	séjourner	VERcjg	conjugue	VerbForm=Fin	
sejourneroient	séjourner	VERcjg	conjugue	_	
selebrerent	célébrer	VERcjg	conjugue	_	
sellée	seller	VERcjg	conjugue	_	
semblá	sembler	VERcjg	conjugue	_	
semblad	sembler	VERcjg	conjugue	_	
semblë	sembler	VERcjg	conjugue	VerbForm=Fin	
sembleraient	sembler	VERcjg	conjugue	_	
semblerait	sembler	VERcjg	conjugue	_	
semblereit	sembler	VERcjg	conjugue	VerbForm=Fin	
sembleroye	sembler	VERcjg	conjugue	_	
semblet	sembler	VERcjg	conjugue	VerbForm=Fin	
sembleuet	sembler	VERcjg	conjugue	VerbForm=Fin	
semblot	sembler	VERcjg	conjugue	VerbForm=Fin	
sembloyent	sembler	VERcjg	conjugue	_	
semees	semer	VERppe	participe passe	VerbForm=Part|Tense=Past	
semées	semer	VERppe	participe passe	_	
semet	semer	VERcjg	conjugue	_	
semét	semer	VERppe	participe passe	_	
seméz	semer	VERppe	participe passe	_	
semlout	sembler	VERcjg	conjugue	_	
semma	semer	VERcjg	conjugue	_	
semment	semer	VERcjg	conjugue	_	
semoigne	semondre	VERcjg	conjugue	VerbForm=Fin	
semoing	semondre	VERcjg	conjugue	VerbForm=Fin	
semonnent	semondre	VERcjg	conjugue	VerbForm=Fin	
semonnoit	semondre	VERcjg	conjugue	_	
semuns	semondre	VERcjg	conjugue	_	
senblot	sembler	VERcjg	conjugue	_	
senc	sentir	VERcjg	conjugue	VerbForm=Fin	
senefiat	signifier	VERcjg	conjugue	_	
senefiet	signifier	VERcjg	conjugue	VerbForm=Fin	
senefïez	signifier	VERppe	participe passe	_	
senefioent	signifier	VERcjg	conjugue	_	
senefiout	signifier	VERcjg	conjugue	_	
sensievent	ensuivre	VERcjg	conjugue	_	
sented	sentir	VERcjg	conjugue	VerbForm=Fin	
sentéit	sentir	VERcjg	conjugue	_	
sentetz	senter	VERcjg	conjugue	_	
sentetz	sentir	VERcjg	conjugue	_	
sentie	sentir	VERcjg	conjugue	_	
sentira	sentir	VERcjg	conjugue	VerbForm=Fin	
sentiras	sentir	VERcjg	conjugue	_	
sentiray	sentir	VERcjg	conjugue	_	
sentirez	sentir	VERcjg	conjugue	_	
sentiroie	sentir	VERcjg	conjugue	_	
sentiroient	sentir	VERcjg	conjugue	VerbForm=Fin	
sentiroit	sentir	VERcjg	conjugue	_	
sentiroiz	sentir	VERcjg	conjugue	_	
senton	senter	VERcjg	conjugue	_	
senton	sentir	VERcjg	conjugue	_	
sentoye	sentir	VERcjg	conjugue	_	
senty	sentir	VERppe	participe passe	_	
seofre	souffrir	VERcjg	conjugue	VerbForm=Fin	
seoi	seoir	VERppe	participe passe	_	
separee	séparer	VERppe	participe passe	_	
separée	séparer	VERppe	participe passe	_	
separees	séparer	VERppe	participe passe	_	
separés	séparer	VERcjg	conjugue	_	
separéz	séparer	VERppe	participe passe	_	
sephí	être	VERcjg	conjugue	_	
sephí	choir	VERcjg	conjugue	_	
sephí	suffire	VERcjg	conjugue	_	
sephí	gehir	VERcjg	conjugue	_	
sequeure	secourir	VERcjg	conjugue	_	
serad	être	VERcjg	conjugue	VerbForm=Fin	
seraient	serrer	VERcjg	conjugue	_	
seraient	être	VERcjg	conjugue	_	
serais	serrer	VERcjg	conjugue	_	
serais	être	VERcjg	conjugue	_	
serait	serrer	VERcjg	conjugue	_	
serait	être	VERcjg	conjugue	_	
serans	serrer	VERppa	ppa	_	
seraz	être	VERcjg	conjugue	_	
serchee	chercher	VERppe	participe passe	_	
sercheoient	chercher	VERcjg	conjugue	_	
serchés	chercher	VERppe	participe passe	_	
serchont	chercher	VERcjg	conjugue	_	
sereient	être	VERcjg	conjugue	_	
seréz	serrer	VERcjg	conjugue	_	
seriem	être	VERcjg	conjugue	_	
seriem	seoir	VERcjg	conjugue	_	
seriem	servir	VERcjg	conjugue	_	
serïens	être	VERcjg	conjugue	_	
seriés	serrer	VERcjg	conjugue	_	
seriés	être	VERcjg	conjugue	_	
seriiéz	être	VERcjg	conjugue	_	
serïuns	être	VERcjg	conjugue	_	
sermuna	sermonner	VERcjg	conjugue	VerbForm=Fin	
sermunot	sermonner	VERcjg	conjugue	VerbForm=Fin	
serommez	être	VERcjg	conjugue	_	
seroy	serrer	VERcjg	conjugue	_	
seroy	être	VERcjg	conjugue	_	
