form	lemma_def	pos	genre	src_mot	nombre
apentíz	appentis	NOMcom	masc		sg|pl
apercion	apertion	NOMcom	fem		sg
apochalipse	apocalypse	NOMcom			
apointemens	appointement	NOMcom	masc		sg|pl
apoistoile	apostole	NOMcom	masc		sg|pl
apostele	apostole	NOMcom	fem		sg
aposteles	apostole	NOMcom	fem		pl
apostoille	apostole	NOMcom	masc		sg|pl
apostoire	apostole	NOMcom	masc		sg|pl
apostolauz	apostolat	NOMcom	masc		sg|pl
apostolauz	apostole	NOMcom	masc		sg|pl
apoustolle	apostole	NOMcom	masc		sg|pl
apoustolle	apôtre	NOMcom	masc		sg|pl
appaisement	apaisement	NOMcom	masc		sg|pl
apparail	appareil	NOMcom	masc		sg|pl
apparance	apparence	NOMcom	fem		sg
apparances	apparence	NOMcom	fem		pl
appareil	appareil	NOMcom	masc		sg|pl
appareillement	appareillement	NOMcom	masc		sg|pl
apparence	apparence	NOMcom	fem		sg
apparence	apparure	NOMcom	fem		sg
apparences	apparence	NOMcom	fem		pl
apparicion	apparition	NOMcom	fem		sg
appart	part	NOMcom	fem		sg
appartenances	appartenance	NOMcom	fem		pl
appeaulx	appel	NOMcom	masc		sg|pl
appeaulz	appel	NOMcom	masc		sg|pl
appel	appel	NOMcom	masc		sg|pl
appellacions	appellation	NOMcom	fem		pl
appellans	appelant	NOMcom	masc		sg|pl
appellant	appelant	NOMcom	masc		sg|pl
appellations	appellation	NOMcom	fem		pl
appendances	appendance	NOMcom	fem		pl
appendix	appendis	NOMcom	masc		sg|pl
appendix	appentis	NOMcom	masc		sg|pl
appensement	apensement	NOMcom	masc		sg|pl
appertenances	appartenance	NOMcom	fem		pl
appetit	appétit	NOMcom	masc		sg|pl
appetiz	appétit	NOMcom	masc		sg|pl
appoinctement	appointement	NOMcom	masc		sg|pl
appointement	appointement	NOMcom	masc		sg|pl
appoplisie	apoplexie	NOMcom	fem		sg
appostre	apôtre	NOMcom	masc		sg|pl
appostres	apôtre	NOMcom	masc		sg|pl
apprentis	apprenti	NOMcom	masc		sg|pl
apprentiz	apprenti	NOMcom	masc		sg|pl
apprest	apprêt	NOMcom	masc		sg|pl
apprest	aprêt	NOMcom	masc		sg|pl
apprestes	apprête	NOMcom	fem		pl
approches	approche	NOMcom	fem		pl
appurtenance	appartenance	NOMcom	fem		sg
appuys	appui	NOMcom	masc		sg|pl
aprantis	apprenti	NOMcom	masc		sg|pl
aprece	appresse	NOMcom	fem		sg
aprece	âpresse	NOMcom	fem		sg
aprece	âpreté	NOMcom	fem		sg
aprecement	appressement	NOMcom	masc		sg|pl
aprecement	approchement	NOMcom	masc		sg|pl
aprecement	appréciement	NOMcom	masc		sg|pl
aprentis	apprenti	NOMcom	masc	apprentys	sg|pl
april	avril	NOMcom	masc		sg|pl
apvril	avril	NOMcom	masc		sg|pl
aquel	accueil	NOMcom	masc	aquel	sg|pl
aqueull	accueil	NOMcom	masc		sg|pl
aquilun	aquilon	NOMcom	masc		sg|pl
aquys	acquit	NOMcom	masc		sg|pl
aragonnois	aragonais	NOMcom	masc	arragonnois	sg|pl
aragonnoys	aragonais	NOMcom	masc	arragonnoys	sg|pl
aragonois	aragonais	NOMcom	masc	arragonnoys	sg|pl
aragonoys	aragonais	NOMcom	masc	arragonnoys	sg|pl
aranne	araigne	NOMcom	fem		sg
aranne	araine	NOMcom	fem		sg
aranne	arane	NOMcom			
aranne	arien	NOMcom	masc		sg|pl
aranne	arène	NOMcom	fem		sg
aranne	hareng	NOMcom	masc		sg|pl
arannes	araigne	NOMcom	fem		pl
arannes	araine	NOMcom	fem		pl
arannes	arane	NOMcom			pl-fem|sg-masc|pl-masc
arannes	arien	NOMcom	masc		sg|pl
arannes	arène	NOMcom	fem		pl
arannes	hareng	NOMcom	masc		sg|pl
araphá	araffle	NOMcom	fem		sg
aras	arras	NOMcom	masc	arás	sg|pl
araím	airain	NOMcom	masc		sg|pl
arbalestrier	arbalétrier	NOMcom	masc		sg|pl
arbalestriers	arbalétrier	NOMcom	masc		sg|pl
arbelastiers	arbalétrier	NOMcom	masc		sg|pl
arbelestiers	arbalétrier	NOMcom	masc		sg|pl
arblasters	arbalète	NOMcom	masc		sg|pl
arblasters	arbalétrier	NOMcom	masc		sg|pl
arbres	arbre	NOMcom	masc	árbres	sg|pl
arbrisseau	arbrisseau	NOMcom	masc		sg|pl
arbrisseaulx	arbrisseau	NOMcom	masc		sg|pl
arbrisseaux	arbrisseau	NOMcom	masc		sg|pl
arbrissiaux	arbrisseau	NOMcom	masc		sg|pl
arcaide	alcade	NOMcom	masc		sg|pl
arcaide	arcadet	NOMcom	masc		sg|pl
arcaide	archade	NOMcom			
arcange	archange	NOMcom	masc		sg|pl
arcchade	archade	NOMcom			
arcediakené	archidiaconé	NOMcom	masc		sg|pl
arceveske	archevêque	NOMcom	masc		sg|pl
arceveskes	archevêque	NOMcom	masc		sg|pl
arcevesquez	archevêché	NOMcom	masc		sg|pl
arcevesquiez	archevêché	NOMcom	masc		sg|pl
arcevesquié	archevêché	NOMcom	masc		sg|pl
arcevesquiét	archevêché	NOMcom	masc		sg|pl
arcevesquéd	archevêché	NOMcom	masc		sg|pl
arcevesquét	archevêché	NOMcom	masc		sg|pl
archedekenes	archidiacre	NOMcom	masc		sg|pl
archedekenes	arthétique	NOMcom			pl-fem|sg-masc|pl-masc
archediacre	archidiacre	NOMcom	masc		sg|pl
archediacres	archidiacre	NOMcom	masc		sg|pl
archenal	arsenal	NOMcom	masc		sg|pl
archevesche	archevêché	NOMcom	masc		sg|pl
archevesqe	archevêché	NOMcom	masc		sg|pl
archevesqe	archevêque	NOMcom	masc		sg|pl
archevesquez	archevêque	NOMcom	masc		sg|pl
archevêque	archevêque	NOMcom	masc		sg|pl
archon	archon	NOMcom	masc		sg|pl
archon	arçon	NOMcom	masc		sg|pl
arcon	arçon	NOMcom	masc		sg|pl
arcondes	archonte	NOMcom	masc		sg|pl
ardefices	artifice	NOMcom	masc		sg|pl
ardeur	ardeur	NOMcom	fem		sg
ardeurs	ardeur	NOMcom	fem		pl
arein	airain	NOMcom	masc		sg|pl
arein	arein	NOMcom	masc		sg|pl
arein	arène	NOMcom	fem		sg
areinne	arène	NOMcom	fem		sg
arenge	arrange	NOMcom	fem		sg
arenge	harangue	NOMcom	fem		sg
aresme	aire	NOMcom	fem		sg
aresme	aras	NOMcom	masc		sg|pl
aresme	arc	NOMcom	masc		sg|pl
aresme	arche	NOMcom			
aresme	are	NOMcom	fem		sg
aresme	aret	NOMcom	masc		sg|pl
aresme	arme	NOMcom	fem		sg
aresme	arras	NOMcom	masc		sg|pl
aresme	arrhe	NOMcom	fem		sg
aresme	arrêt	NOMcom	masc		sg|pl
aresme	ars	NOMcom	masc		sg|pl
aresme	art	NOMcom	masc		sg|pl
aresme	hare	NOMcom	fem		sg
aresme	âme	NOMcom	fem		sg
arestier	arestier	NOMcom	masc		sg|pl
arfát	arfe	NOMcom	fem		sg
arfát	arfourc	NOMcom	masc		sg|pl
argenteüre	argenture	NOMcom	fem		sg
argentz	argent	NOMcom	masc		sg|pl
argumens	argument	NOMcom	masc		sg|pl
ariere	arrière	NOMcom	masc	arière	sg|pl
arière	arrière	NOMcom	masc	arière	sg|pl
arière	arrière-ban	NOMcom	masc	arière	sg|pl
arke	arche	NOMcom			
arkes	arc	NOMcom	masc		sg|pl
arkes	arche	NOMcom			pl-fem|sg-masc|pl-masc
arkes	arque	NOMcom			pl-fem|sg-masc|pl-masc
arkiers	archer	NOMcom	masc		sg|pl
armand	armant	NOMcom		armand	
armaries	armoirie	NOMcom	fem		pl
armeurier	armurier	NOMcom	masc		sg|pl
armoeries	armoirie	NOMcom	fem		pl
armon	armon	NOMcom	masc		sg|pl
armytage	ermitage	NOMcom	masc		sg|pl
arnechemens	harnachement	NOMcom	masc		sg|pl
arpens	arpent	NOMcom	masc		sg|pl
arquemie	alchimie	NOMcom	fem		sg
arrabois	arabois	NOMcom	masc		sg|pl
arragonnois	aragonais	NOMcom	masc	arragonnoys	sg|pl
arragonnoys	aragonais	NOMcom	masc	arragonnoys	sg|pl
arragonois	aragonais	NOMcom	masc	arragonnois	sg|pl
array	arroi	NOMcom	masc		sg|pl
arreement	arreement	NOMcom	masc		sg|pl
arrestement	arrêtement	NOMcom	masc		sg|pl
arrestison	arrêtison	NOMcom	fem		sg
arrests	arrêt	NOMcom	masc		sg|pl
arrierages	arrérage	NOMcom			pl-fem|sg-masc|pl-masc
arriereban	arrière-ban	NOMcom	masc		sg|pl
arrierefief	arrière-fief	NOMcom	masc		sg|pl
arrieregarde	arrière-garde	NOMcom	fem		sg
arrivée	arrivée	NOMcom	fem		sg
arroy	arroi	NOMcom	masc		sg|pl
arrïens	arien	NOMcom	masc		sg|pl
arsion	arsion	NOMcom	fem		sg
art	ardre	NOMcom	masc	árt	sg|pl
art	art	NOMcom	fem	árt	sg
artilez	argile	NOMcom	fem		sg
artolz	orteil	NOMcom	masc		sg|pl
aruspices	aruspice	NOMcom	masc		sg|pl
arvial	arvol	NOMcom	masc		sg|pl
arvos	arvol	NOMcom	masc		sg|pl
arzillières	argilière	NOMcom	fem		pl
aráim	airain	NOMcom	masc		sg|pl
arán	hareng	NOMcom	masc		sg|pl
as	as	NOMcom	masc	ás	sg|pl
asaillies	assaillie	NOMcom	fem		pl
asalz	assaut	NOMcom	masc		sg|pl
asauz	assaut	NOMcom	masc		sg|pl
asbestos	abeston	NOMcom	masc		sg|pl
asbestos	albeston	NOMcom	masc		sg|pl
asbestos	asbeste	NOMcom	fem		pl
ascencion	ascension	NOMcom	fem		sg
ascention	ascension	NOMcom	fem		sg
aschil	aschil	NOMcom	masc		sg|pl
ascolteor	écouteur	NOMcom	masc		sg|pl
ascutanz	écoutant	NOMcom	masc		sg|pl
asemblement	assemblement	NOMcom	masc		sg|pl
asemblemenz	assemblement	NOMcom	masc		sg|pl
ases	asse	NOMcom	fem	asses	pl
aseürance	assurance	NOMcom	fem		sg
asguilles	aiguille	NOMcom	fem		pl
asle	aile	NOMcom	fem		sg
asnyer	ânier	NOMcom	masc		sg|pl
asolucion	absolution	NOMcom	fem		sg
asomme	assomme	NOMcom			
aspresce	âpresse	NOMcom	fem		sg
aspresse	âpresse	NOMcom	fem		sg
assael	aisselle	NOMcom	fem		sg
assael	assaillie	NOMcom	fem		sg
assael	assaut	NOMcom	masc		sg|pl
assael	asseau	NOMcom	masc		sg|pl
assael	essieu	NOMcom	masc		sg|pl
assaillans	assaillant	NOMcom	masc		sg|pl
assailleurs	assailleur	NOMcom	masc		sg|pl
assalt	assaut	NOMcom	masc		sg|pl
assamblées	assemblée	NOMcom	fem		pl
assault	assaut	NOMcom	masc		sg|pl
assaulx	assaut	NOMcom	masc		sg|pl
assaulz	assaut	NOMcom	masc		sg|pl
assaus	assaut	NOMcom	masc		sg|pl
assaux	assaut	NOMcom	masc		sg|pl
assay	assai	NOMcom	masc		sg|pl
assay	essai	NOMcom	masc		sg|pl
assaylent	assaillant	NOMcom	masc		sg|pl
assaz	assez	NOMcom	masc		sg|pl
asseiz	accès	NOMcom	masc		sg|pl
assembleie	assemblée	NOMcom	masc		sg|pl
assemblée	assemblée	NOMcom	fem		sg
assemblées	assemblée	NOMcom	fem		pl
assemple	assemble	NOMcom	masc		sg|pl
assemple	exemple	NOMcom	masc		sg|pl
assencion	ascension	NOMcom	fem		sg
assensïon	ascension	NOMcom	fem		sg
assensïon	enscension	NOMcom	fem		sg
asses	accès	NOMcom	masc	asses	sg|pl
asses	asse	NOMcom	fem	asses	pl
asses	asset	NOMcom	fem	asses	pl
asseuremens	assurement	NOMcom	masc		sg|pl
assier	acier	NOMcom	masc		sg|pl
assiette	assiette	NOMcom	fem		sg
assignation	assignation	NOMcom	fem		sg
assistans	assistant	NOMcom	masc		sg|pl
assistence	assistance	NOMcom	fem		sg
assouaigement	assouagement	NOMcom	masc		sg|pl
assuetis	asseulte	NOMcom	fem		pl
assumpcion	assomption	NOMcom	fem		sg
assumption	assomption	NOMcom	fem		sg
assur	azur	NOMcom	masc	assúr	sg|pl
assyriens	assyrien	NOMcom	masc		sg|pl
assíriens	assyrien	NOMcom	masc		sg|pl
astablíd	établi	NOMcom	masc		sg|pl
astraise	attrace	NOMcom	fem		sg
astronomians	astronomien	NOMcom			pl-fem|sg-masc|pl-masc
astronomiens	astronomien	NOMcom		astronomiens	pl-fem|sg-masc|pl-masc
astronomïens	astronomien	NOMcom			pl-fem|sg-masc|pl-masc
asuagement	assouagement	NOMcom	masc		sg|pl
asumpciun	assomption	NOMcom	fem		sg
asur	azur	NOMcom	masc	assúr	sg|pl
asüagement	assouagement	NOMcom	masc		sg|pl
atahine	ataïne	NOMcom	fem		sg
atentte	atteinte	NOMcom	fem		sg
atentte	attende	NOMcom	fem		sg
atentte	attent	NOMcom	masc		sg|pl
atentte	attente	NOMcom	fem		sg
atheniens	athénien	NOMcom	masc		sg|pl
athometes	atome	NOMcom	masc		sg|pl
atochemenz	adossement	NOMcom	masc		sg|pl
atochemenz	adoucement	NOMcom	masc		sg|pl
atochemenz	attachement	NOMcom	masc		sg|pl
atochemenz	attouchement	NOMcom	masc		sg|pl
atour	atour	NOMcom	masc		sg|pl
atrempance	attemprance	NOMcom	fem		sg
atrest	trait	NOMcom	masc		sg|pl
attainte	atteinte	NOMcom	fem		sg
attaintes	atteinte	NOMcom	fem		pl
attarie	artérie	NOMcom	fem		sg
attemptas	attentat	NOMcom	masc		sg|pl
attenance	attenance	NOMcom	fem		sg
attente	attente	NOMcom	fem		sg
atteurs	auteur	NOMcom	masc		sg|pl
attraiemens	attraiement	NOMcom	masc		sg|pl
attrempance	attemprance	NOMcom	fem		sg
attret	attrait	NOMcom	masc		sg|pl
atur	atour	NOMcom	masc	átúr	sg|pl
atyr	adir	NOMcom	masc		sg|pl
atyr	atir	NOMcom	masc		sg|pl
atyr	attire	NOMcom	fem		sg
au-devant	au-devant	NOMcom	masc		sg|pl
auarisce	avarice	NOMcom	fem		sg
aubeaux	aubel	NOMcom	masc		sg|pl
aubeaux	aveau	NOMcom	masc		sg|pl
aubeaux	bail	NOMcom	masc		sg|pl
aubeaux	baile	NOMcom	fem		sg
aubeaux	bailliée	NOMcom	fem		sg
aubeaux	bal	NOMcom	masc		sg|pl
aubeaux	bau	NOMcom	masc		sg|pl
aubeaux	veau	NOMcom	masc		sg|pl
auberon	auberon	NOMcom	masc		sg|pl
aubers	aubier	NOMcom	masc		sg|pl
aubette	aubette	NOMcom	fem		sg
aubre	arbre	NOMcom	masc		sg|pl
aubroie	brai	NOMcom	masc		sg|pl
aubroie	braie	NOMcom	fem		sg
aubroie	brayer	NOMcom	masc		sg|pl
aubroie	broie	NOMcom	fem		sg
aubroie	vrai	NOMcom	masc		sg|pl
aucteur	auteur	NOMcom	masc		sg|pl
aucteurs	auteur	NOMcom	masc		sg|pl
auctoriteit	autorité	NOMcom	fem		sg
auctoritét	autorité	NOMcom	fem		sg
auctoritéz	autorité	NOMcom	fem		sg
auctors	auteur	NOMcom	masc		sg|pl
auctour	acteur	NOMcom	masc		sg|pl
auctour	auteur	NOMcom	masc		sg|pl
audace	audace	NOMcom	fem		sg
audelee	attelée	NOMcom	fem		sg
audelee	autel	NOMcom	masc		sg|pl
audesus	audessus	NOMcom	masc		sg|pl
audiance	audience	NOMcom	fem		sg
audience	audience	NOMcom	fem		sg
auditeur	auditeur	NOMcom	masc		sg|pl
auditeurs	auditeur	NOMcom	masc		sg|pl
audoen	ouen	NOMcom	masc		sg|pl
auenture	aventure	NOMcom	fem		sg
auentures	aventure	NOMcom	fem		pl
auffort	fort	NOMcom	masc		sg|pl
auguires	augure	NOMcom	masc		sg|pl
augustyn	augustin	NOMcom	masc		sg|pl
aulmaire	armoire	NOMcom	fem		sg
aulmosnes	aumône	NOMcom	fem		pl
aulne	aune	NOMcom	masc		sg|pl
aulnes	aune	NOMcom	masc		sg|pl
aulnoiz	aulnoi	NOMcom	masc		sg|pl
aultelz	autel	NOMcom	masc		sg|pl
aultry	autrui	NOMcom	masc		sg|pl
aulz	ail	NOMcom	masc	aulz	sg|pl
aumariz	armoire	NOMcom	fem		sg
aumariz	mari	NOMcom	masc		sg|pl
aumariz	matrice	NOMcom	fem		sg
aumoignes	aumône	NOMcom	fem		pl
aumoignes	avoine	NOMcom	fem		pl
aumoignes	moine	NOMcom	masc		sg|pl
auncestres	ancêtre	NOMcom	masc		sg|pl
aundyres	andier	NOMcom	masc		sg|pl
aunflor	enflure	NOMcom	fem		sg
aunflour	enflure	NOMcom	fem		sg
aungle	angle	NOMcom	masc		sg|pl
auoglement	aveuglement	NOMcom	masc		sg|pl
auogleteit	aveugleté	NOMcom	fem		sg
aurelia	oreille	NOMcom		aurelia	
aureole	auréole	NOMcom	fem		sg
aurliance	alliance	NOMcom	fem		sg
ausaiz	ausois	NOMcom	masc	ausaiz	sg|pl
auseure	arsure	NOMcom	fem		sg
auseure	azur	NOMcom	masc		sg|pl
auseure	oseur	NOMcom	masc		sg|pl
auseure	soure	NOMcom	masc		sg|pl
auseure	sueur	NOMcom	masc		sg|pl
auseure	sure	NOMcom	fem		sg
auseure	sûre	NOMcom	fem		sg
ausne	aulne	NOMcom	masc		sg|pl
ausne	aune	NOMcom	fem		sg
austyn	augustin	NOMcom	masc		sg|pl
austyn	tin	NOMcom	masc		sg|pl
autel	autel	NOMcom	masc	aútel	sg|pl
autele	autel	NOMcom	masc	autelle	sg|pl
auteor	acteur	NOMcom	masc		sg|pl
auteor	autel	NOMcom	masc		sg|pl
auteor	auteur	NOMcom	masc		sg|pl
auteor	autour	NOMcom	masc		sg|pl
auteor	hauteur	NOMcom	fem		sg
auteor	ôteur	NOMcom	masc		sg|pl
auteurs	acteur	NOMcom	masc		sg|pl
auteurs	auteur	NOMcom	masc		sg|pl
auteus	autel	NOMcom	masc		sg|pl
autruy	autrui	NOMcom	masc		sg|pl
autteurs	auteur	NOMcom	masc		sg|pl
autéz	autel	NOMcom	masc		sg|pl
autéz	dé	NOMcom	masc		sg|pl
autéz	haut	NOMcom			pl-fem|sg-masc|pl-masc
autéz	hauté	NOMcom	fem		sg
autéz	test	NOMcom	masc		sg|pl
autéz	toit	NOMcom	masc		sg|pl
aval	aval	NOMcom		ávál	
avanchement	avancement	NOMcom	masc		sg|pl
avangarde	avant-garde	NOMcom	fem		sg
avantaige	avantage	NOMcom	masc		sg|pl
avantaiges	avantage	NOMcom	masc		sg|pl
avantguarde	avant-garde	NOMcom	fem		sg
avantguarde	garde	NOMcom	fem		sg
avanturiers	aventurier	NOMcom	masc		sg|pl
avarise	avarice	NOMcom	fem		sg
avarisse	avarice	NOMcom	fem		sg
avaunce	avance	NOMcom	fem		sg
aveetz	aboi	NOMcom	masc		sg|pl
aveetz	aive	NOMcom	masc		sg|pl
aveetz	aves	NOMcom	fem		sg
aveetz	avé	NOMcom	masc		sg|pl
aveetz	havée	NOMcom	fem		sg
avele	abelet	NOMcom	masc		sg|pl
avele	aval	NOMcom			
avele	aveau	NOMcom	masc		sg|pl
avele	avelet	NOMcom	masc		sg|pl
avele	avile	NOMcom	fem		sg
avele	aïeul	NOMcom	masc		sg|pl
avele	aïeule	NOMcom	fem		sg
avens	avanz	NOMcom	masc		sg|pl
avens	avent	NOMcom	masc		sg|pl
avenu	avenu	NOMcom	masc	ávenú	sg|pl
averil	abri	NOMcom	masc		sg|pl
averil	avril	NOMcom	masc		sg|pl
averyl	avril	NOMcom	masc		sg|pl
aveuglement	aveuglement	NOMcom	masc		sg|pl
aveyn	avoine	NOMcom	fem		sg
aveyne	avoine	NOMcom	fem		sg
aveír	avoir	NOMcom	masc		sg|pl
aviaus	aveau	NOMcom	masc		sg|pl
avocas	avocat	NOMcom	masc		sg|pl
avocatz	avocat	NOMcom	masc		sg|pl
avoine	avoine	NOMcom	fem		sg
avoltire	avoutire	NOMcom			
avoyne	avoine	NOMcom	fem		sg
avuglement	aveuglement	NOMcom	masc		sg|pl
axelle	aisselle	NOMcom	fem		sg
axelle	essieu	NOMcom	masc		sg|pl
aydes	aide	NOMcom	masc		sg|pl
ayes	haye	NOMcom	fem	ayes	pl
ayeul	aïeul	NOMcom	masc		sg|pl
aygle	aigle	NOMcom	masc		sg|pl
aygles	aigle	NOMcom	masc		sg|pl
aygnez	agne	NOMcom	fem		sg
aygnez	aigne	NOMcom			pl-fem|sg-masc|pl-masc
aygnez	aine	NOMcom	fem		sg
aygnez	haigne	NOMcom	fem		sg
aygnez	haine	NOMcom	fem		sg
ayle	aile	NOMcom	fem	ayle	sg
aymery	aymery	NOMcom			
ayns	aim	NOMcom	masc		sg|pl
ayr	air	NOMcom			
ayr	aïr	NOMcom	masc		sg|pl
ays	ais	NOMcom	masc		sg|pl
azit	acète	NOMcom		azit	
aítre	aître	NOMcom	masc		sg|pl
aïaus	aïeul	NOMcom	masc		sg|pl
aïdance	aidance	NOMcom	fem		sg
aïmant	aimant	NOMcom	masc		sg|pl
aïtant	atant	NOMcom	masc		sg|pl
aümbremenz	amurement	NOMcom	masc		sg|pl
aümbremenz	murement	NOMcom	masc		sg|pl
aür	heur	NOMcom	masc		sg|pl
aürnemenz	aornement	NOMcom	masc		sg|pl
aürnemenz	ornement	NOMcom	masc		sg|pl
aÿmant	aimant	NOMcom	masc		sg|pl
aÿmanz	aimant	NOMcom	masc		sg|pl
babbyng	babin	NOMcom	masc		sg|pl
babbyng	babouin	NOMcom	masc		sg|pl
bachelier	bachelier	NOMcom	masc		sg|pl
bacheliers	bachelier	NOMcom	masc		sg|pl
bachiler	bachelier	NOMcom	masc		sg|pl
bagaiges	bagage	NOMcom	masc		sg|pl
baghes	bague	NOMcom	fem		pl
baign	bain	NOMcom	masc		sg|pl
baill	bail	NOMcom	masc		sg|pl
bailliauge	bailliage	NOMcom	masc		sg|pl
baillie	baillie	NOMcom	fem	bailliée	sg
baillie	baillive	NOMcom	fem	bailliée	sg
bailliee	bailliée	NOMcom	fem	bailliée	sg
bailliees	bailliée	NOMcom	fem	bailliées	pl
baillies	baillie	NOMcom	fem	bailliées	pl
bailly	bailli	NOMcom	masc		sg|pl
baingnoueres	baignoire	NOMcom	fem		pl
baisol	baiser	NOMcom	fem		sg
baisselletes	baisselette	NOMcom	fem		pl
bal	bal	NOMcom	masc	báal	sg|pl
baladelle	balladelle	NOMcom	fem		sg
balaiz	balai	NOMcom	masc		sg|pl
balaiz	balais	NOMcom	masc		sg|pl
balei	balai	NOMcom	masc		sg|pl
baleyne	baleine	NOMcom	fem		sg
ballades	ballade	NOMcom	fem		pl
balliie	bailli	NOMcom	masc		sg|pl
balliie	baillie	NOMcom	fem		sg
balliie	baillive	NOMcom	fem		sg
ballius	bailli	NOMcom	masc		sg|pl
balluc	balluc	NOMcom	fem		sg
baltalt	bathilde	NOMcom	masc		sg|pl
balées	baillée	NOMcom	fem		pl
balées	balai	NOMcom	masc		sg|pl
balées	balais	NOMcom	masc		sg|pl
balées	balise	NOMcom	fem		pl
balées	vallée	NOMcom	fem		pl
bancquetz	banquet	NOMcom	masc		sg|pl
bandes	bande	NOMcom	fem		pl
banere	bannière	NOMcom	fem		sg
banières	bannière	NOMcom	fem		pl
bankers	banchier	NOMcom	masc		sg|pl
banliue	banlieue	NOMcom	fem		sg
banne	bane	NOMcom	fem		sg
banne	banne	NOMcom	fem		sg
bannie	bannie	NOMcom	fem		sg
banniere	bannière	NOMcom	fem		sg
bannieres	bannière	NOMcom	fem		pl
bannière	bannière	NOMcom	fem		sg
bannye	bannie	NOMcom	fem		sg
banyere	bannière	NOMcom	fem		sg
baptisement	baptisement	NOMcom	masc		sg|pl
baptisterie	baptistère	NOMcom	masc	baptistérie	sg|pl
baptistire	baptistère	NOMcom	masc		sg|pl
baptistre	baptiste	NOMcom	masc		sg|pl
baptistre	baptistère	NOMcom	masc		sg|pl
bapture	batture	NOMcom	fem		sg
baptures	batture	NOMcom	fem		pl
baras	baras	NOMcom	masc		sg|pl
baras	barat	NOMcom	masc		sg|pl
barbarie	barbarie	NOMcom	fem	barbarie	sg
barbaryns	barbarin	NOMcom	masc		sg|pl
barbeoire	barboire	NOMcom	fem		sg
barbery	barberie	NOMcom	fem		sg
barbre	barbe	NOMcom	fem		sg
barbre	barrure	NOMcom	fem		sg
barbre	bèbre	NOMcom	fem		sg
bareteeur	barateur	NOMcom	masc		sg|pl
barhaine	brehaing	NOMcom	masc		sg|pl
barom	baron	NOMcom	masc		sg|pl
baronnaige	baronnage	NOMcom	masc		sg|pl
baronnie	baronnie	NOMcom	fem		sg
baronnies	baronnie	NOMcom	fem		pl
baronz	baron	NOMcom	masc		sg|pl
baroun	baron	NOMcom	masc		sg|pl
barouns	baron	NOMcom	masc		sg|pl
barquette	barquette	NOMcom	fem		sg
barraban	brabant	NOMcom			
barrette	barrette	NOMcom	fem		sg
barrilz	baril	NOMcom	masc		sg|pl
barrières	barrière	NOMcom	fem		pl
barron	baron	NOMcom	masc		sg|pl
barul	baral	NOMcom	masc		sg|pl
barul	bareuil	NOMcom	masc		sg|pl
barul	baril	NOMcom	masc		sg|pl
barul	baroil	NOMcom	masc		sg|pl
barul	barol	NOMcom	masc		sg|pl
barul	baron	NOMcom	masc		sg|pl
barul	barreau	NOMcom	masc		sg|pl
barul	berelle	NOMcom	fem		sg
barul	berroil	NOMcom	masc		sg|pl
barul	berèle	NOMcom	fem		sg
barul	braieul	NOMcom	masc		sg|pl
barul	branle	NOMcom	masc		sg|pl
barul	brayer	NOMcom	masc		sg|pl
barul	breuil	NOMcom	masc		sg|pl
barul	garou	NOMcom	masc		sg|pl
barul	varel	NOMcom	masc		sg|pl
barul	vérole	NOMcom	fem		sg
barunies	baronnie	NOMcom	fem		pl
barunt	baron	NOMcom	masc		sg|pl
basemáth	bassinet	NOMcom	masc		sg|pl
basin	basin	NOMcom	masc	basin	sg|pl
basin	bassin	NOMcom	masc	basin	sg|pl
baslard	baselard	NOMcom	masc		sg|pl
basle	baille	NOMcom	fem		sg
bastars	bâtard	NOMcom			pl-fem|sg-masc|pl-masc
bastide	bastide	NOMcom	fem		sg
bastides	bastide	NOMcom	fem		pl
bastoun	bastion	NOMcom	masc		sg|pl
bastoun	bâton	NOMcom	masc		sg|pl
bastouns	bâton	NOMcom	masc		sg|pl
basyns	basin	NOMcom	masc		sg|pl
basyns	bassin	NOMcom	masc		sg|pl
basán	basan	NOMcom	masc		sg|pl
basán	besant	NOMcom	masc		sg|pl
bataile	bataille	NOMcom	fem	batayle	sg
batailee	bataille	NOMcom	fem		sg
batailee	batelet	NOMcom	masc		sg|pl
batailee	batelée	NOMcom	fem		sg
batailhe	bataille	NOMcom	fem		sg
batailler	bataillier	NOMcom	masc		sg|pl
batailleresse	batailleresse	NOMcom	fem		sg
bataylle	bataille	NOMcom	fem		sg
bataílle	bataille	NOMcom	fem		sg
bateau	bateau	NOMcom	masc		sg|pl
bateau	batteau	NOMcom	masc		sg|pl
bateaulx	bateau	NOMcom	masc		sg|pl
bateaulx	batteau	NOMcom	masc		sg|pl
bateaux	bateau	NOMcom	masc		sg|pl
bateleurs	bateleur	NOMcom	masc		sg|pl
batelée	batelée	NOMcom	fem		sg
batemanz	battement	NOMcom	masc		sg|pl
batemenz	battement	NOMcom	masc		sg|pl
bateulz	bateau	NOMcom	masc		sg|pl
bateulz	battail	NOMcom	masc		sg|pl
bateulz	batteau	NOMcom	masc		sg|pl
bateulz	batteur	NOMcom	masc		sg|pl
bateulz	boiteux	NOMcom			pl-fem|sg-masc|pl-masc
bath	bac	NOMcom	masc		sg|pl
bath	bat	NOMcom	masc		sg|pl
bath	beth	NOMcom	masc		sg|pl
batiaulx	bateau	NOMcom	masc		sg|pl
batteau	bateau	NOMcom	masc		sg|pl
