form	lemma_def	pos	genre	src_mot	nombre
genoulz	genou	NOMcom	masc		sg|pl
genous	genou	NOMcom	masc		sg|pl
genoux	genou	NOMcom	masc		sg|pl
genoyls	genou	NOMcom	masc		sg|pl
gensdarmes	gendarme	NOMcom	masc		sg|pl
genti	gentil	NOMcom	fem	genti	sg
gentilesce	gentillesse	NOMcom	fem		sg
gentillesse	gentillesse	NOMcom	fem		sg
gentils-et	gentil	NOMcom	masc		sg|pl
gentils-et	gentilfemme	NOMcom	fem		sg
gentilshommes	gentilhomme	NOMcom	masc		sg|pl
gentilzhommes	gentilhomme	NOMcom	masc		sg|pl
gentrise	genterise	NOMcom	fem		sg
gentz	gent	NOMcom	fem		sg
genuilluns	genouillons	NOMcom	masc		sg|pl
genulez	guenelle	NOMcom	fem		sg
genver	convers	NOMcom	masc		sg|pl
genver	janvier	NOMcom	masc		sg|pl
geolier	geôlier	NOMcom	masc		sg|pl
gerault	greaux	NOMcom	masc		sg|pl
gerault	gérant	NOMcom	masc		sg|pl
gerbers	cerbère	NOMcom	masc		sg|pl
gerbers	gerbier	NOMcom	masc		sg|pl
gerbers	gribel	NOMcom	masc		sg|pl
gerland	chaland	NOMcom	masc		sg|pl
gerland	galant	NOMcom	masc		sg|pl
getz	jet	NOMcom	masc		sg|pl
geyte	cité	NOMcom	fem		sg
geyte	git	NOMcom	fem		sg
geyte	gite	NOMcom			
geyte	guet	NOMcom	masc		sg|pl
geyte	guette	NOMcom	masc		sg|pl
geyte	guide	NOMcom	masc		sg|pl
geyte	gîte	NOMcom	masc		sg|pl
geyte	jet	NOMcom	masc		sg|pl
giac	jaque	NOMcom	masc		sg|pl
gibbier	gibier	NOMcom	masc		sg|pl
gientz	gens	NOMcom	masc		sg|pl
gilles	guile	NOMcom	fem		pl
gingives	gencive	NOMcom	fem	gyngyves	pl
gingivez	gencive	NOMcom	fem		sg
giraffa	girafe	NOMcom	fem		sg
girard	girard	NOMcom	masc	gyrard	sg|pl
girunees	gironné	NOMcom	fem		pl
giwius	jeu	NOMcom	masc		sg|pl
gizon	ciseau	NOMcom	masc		sg|pl
gizon	cuisson	NOMcom	fem		sg
gizon	gazon	NOMcom	masc		sg|pl
gizon	gisant	NOMcom	masc		sg|pl
gizon	jarson	NOMcom	masc		sg|pl
gizon	wison	NOMcom	masc		sg|pl
glaas	clas	NOMcom	masc		sg|pl
glaas	glace	NOMcom	fem		pl
glaas	glas	NOMcom	masc		sg|pl
glay	glai	NOMcom	masc		sg|pl
glay	glas	NOMcom	masc		sg|pl
glayve	glaive	NOMcom	fem		sg
glisiere	gliseur	NOMcom	masc		sg|pl
gloriae	gloria	NOMcom		gloriae	
gloseüre	clochure	NOMcom	fem		sg
gloseüre	gloseur	NOMcom	masc		sg|pl
glotonye	gloutonnie	NOMcom	fem		sg
glotonye	gloutornie	NOMcom	fem		sg
glotouns	glouton	NOMcom	masc		sg|pl
gloutement	gloutement	NOMcom	masc		sg|pl
glouton	glouton	NOMcom	masc		sg|pl
gloutonnie	gloutonnie	NOMcom	fem		sg
gloutons	glouton	NOMcom	masc		sg|pl
glouz	glout	NOMcom			pl-fem|sg-masc|pl-masc
glutunerie	gloutonnerie	NOMcom	fem		sg
goblés	gobelet	NOMcom	masc		sg|pl
godard	godart	NOMcom	masc		sg|pl
godolie	godale	NOMcom	fem		sg
godolie	godalle	NOMcom	fem		sg
gojoun	gommon	NOMcom	masc		sg|pl
gojoun	goujon	NOMcom	masc		sg|pl
golaffre	gallafre	NOMcom	masc		sg|pl
golaffre	gouliafre	NOMcom	masc		sg|pl
golias	goliard	NOMcom	masc		sg|pl
golphe	golfe	NOMcom	masc		sg|pl
gondree	cendrée	NOMcom	fem		sg
gondree	contrée	NOMcom	fem		sg
gondree	coudrée	NOMcom	fem		sg
gondree	gondre	NOMcom	fem		sg
gondree	gontre	NOMcom	masc		sg|pl
gondree	wandree	NOMcom	fem		sg
gonne	gonne	NOMcom	fem		sg
gonne	goune	NOMcom			
gonnez	gonne	NOMcom	fem		sg
gonnez	goune	NOMcom			pl-fem|sg-masc|pl-masc
gonphanons	gonfalon	NOMcom	masc		sg|pl
gossier	gosier	NOMcom	masc		sg|pl
goufanon	gonfalon	NOMcom	masc		sg|pl
gouffre	gouffre	NOMcom	masc		sg|pl
goulee	goulée	NOMcom	fem		sg
goulphe	goffe	NOMcom			
goulphe	golfe	NOMcom	masc		sg|pl
goulphe	guelfe	NOMcom	masc		sg|pl
goulphe	gueule	NOMcom	fem		sg
gourle	gorle	NOMcom	masc		sg|pl
gourpille	goupil	NOMcom	masc		sg|pl
gourpille	serpille	NOMcom	fem		sg
gouters	gouttier	NOMcom	masc		sg|pl
gouvernail	gouvernail	NOMcom	masc		sg|pl
gouvernal	gouvernail	NOMcom	masc		sg|pl
gouvernance	gouvernance	NOMcom	fem		sg
gouverneeur	gouverneur	NOMcom	masc		sg|pl
gouvernemens	gouvernement	NOMcom	masc		sg|pl
gouvernement	gouvernement	NOMcom	masc		sg|pl
gouverneur	gouverneur	NOMcom	masc		sg|pl
gouverneurs	gouverneur	NOMcom	masc		sg|pl
governalz	gouvernail	NOMcom	masc		sg|pl
governers	gouvernail	NOMcom	masc		sg|pl
governers	gouverneur	NOMcom	masc		sg|pl
goy	goi	NOMcom	masc		sg|pl
goye	goie	NOMcom	fem		sg
goynez	coine	NOMcom	fem		sg
goynez	goi	NOMcom	masc		sg|pl
goynez	goune	NOMcom			pl-fem|sg-masc|pl-masc
goynez	jeune	NOMcom	masc		sg|pl
gracez	grâce	NOMcom	fem		sg
graciae	gratia	NOMcom		graciae	
gracieuseté	gracieuseté	NOMcom	fem		sg
gradilie	grille	NOMcom		gradilie	
graeces	grâce	NOMcom	fem		pl
grahels	grael	NOMcom	masc		sg|pl
grahels	grille	NOMcom	fem		pl
grain	grain	NOMcom	fem	graín	sg
grainge	grange	NOMcom	fem		sg
grainne	graine	NOMcom	fem		sg
graiphe	greffe	NOMcom	masc		sg|pl
graises	graisse	NOMcom	fem		pl
grammaire	grammaire	NOMcom	fem		sg
grandeur	grandeur	NOMcom	masc		sg|pl
grandeurs	grandeur	NOMcom	masc		sg|pl
grant	grant	NOMcom		gránt	
graphier	greffier	NOMcom	masc		sg|pl
grasces	grâce	NOMcom	fem		pl
gratis	gratif	NOMcom	masc		sg|pl
gratis	gratis	NOMcom	masc		sg|pl
gratis	gratuis	NOMcom	masc		sg|pl
gratis	gratëis	NOMcom	masc		sg|pl
gratuité	gratuité	NOMcom	fem		sg
grauele	gravelle	NOMcom	fem		sg
gravate	grabat	NOMcom	masc		sg|pl
gravelignes	craneline	NOMcom	fem		pl
gravelignes	graverin	NOMcom	masc		sg|pl
gravelle	gravelle	NOMcom	fem		sg
gravíers	gravier	NOMcom	masc		sg|pl
greantée	granté	NOMcom	masc		sg|pl
grecos	graal	NOMcom	masc		sg|pl
grecos	graisse	NOMcom	fem		pl
grecos	greuse	NOMcom	fem		pl
grecques	grec	NOMcom	masc	grecques	sg|pl
greffiers	greffier	NOMcom	masc		sg|pl
gregniers	grenier	NOMcom	masc		sg|pl
grein	grain	NOMcom	masc	gréin	sg|pl
greique	grec	NOMcom	masc		sg|pl
greveisun	cervaison	NOMcom	fem		sg
greveisun	cervoise	NOMcom	fem		sg
greveisun	crevaison	NOMcom	fem		sg
grevence	grevance	NOMcom	fem		sg
greyn	grain	NOMcom	masc		sg|pl
griefté	grièveté	NOMcom	fem		sg
grigneur	graindre	NOMcom			
grimault	grimaud	NOMcom	masc		sg|pl
grippories	griperie	NOMcom	fem		pl
grite	grite	NOMcom	fem		sg
groign	groin	NOMcom	masc		sg|pl
groing	groin	NOMcom	masc		sg|pl
grosseur	grosseur	NOMcom	fem		sg
gruel	gruau	NOMcom	masc		sg|pl
gruel	gruel	NOMcom	masc		sg|pl
grâce	grâce	NOMcom	fem		sg
gréz	gré	NOMcom	masc		sg|pl
guaige	gage	NOMcom	masc		sg|pl
guaigneríe	gagnerie	NOMcom	fem		sg
guaigneríe	gainerie	NOMcom	fem		sg
gualeis	galois	NOMcom	masc		sg|pl
gualun	galon	NOMcom	masc		sg|pl
guanches	guenche	NOMcom	fem		pl
guans	gant	NOMcom	masc		sg|pl
guarand	garant	NOMcom	masc		sg|pl
guardains	gardain	NOMcom	masc		sg|pl
guardains	garde	NOMcom	fem		pl
guardains	gardien	NOMcom	masc		sg|pl
guardains	gardon	NOMcom	masc		sg|pl
guardains	guerdon	NOMcom	masc		sg|pl
guardains	jardin	NOMcom	masc		sg|pl
guardains	wardain	NOMcom	masc		sg|pl
guastyne	gâtine	NOMcom	fem		sg
guays	gué	NOMcom	masc		sg|pl
gubernacion	gubernation	NOMcom	fem		sg
gubernation	gubernation	NOMcom	fem		sg
gudin	gaudin	NOMcom	masc		sg|pl
gudin	godin	NOMcom	masc		sg|pl
guelles	gorle	NOMcom	masc		sg|pl
guelphes	guelfe	NOMcom	masc	guelphes	sg|pl
guerdonnement	guerdonnement	NOMcom	masc		sg|pl
guerdoun	guerdon	NOMcom	masc		sg|pl
guerixon	guérison	NOMcom	fem		sg
guernement	garnement	NOMcom	masc		sg|pl
guerreour	corroyeur	NOMcom	masc		sg|pl
guerreour	guerreur	NOMcom	masc		sg|pl
guerreur	guerreur	NOMcom	masc		sg|pl
guerroyers	guerroyer	NOMcom	masc		sg|pl
guerroyeur	guerroyeur	NOMcom			
guerréier	guerroyer	NOMcom	masc		sg|pl
guetz	guet	NOMcom	masc		sg|pl
gueulle	gorle	NOMcom	masc		sg|pl
gueulle	gueule	NOMcom	fem		sg
guibelet	gibelet	NOMcom	masc		sg|pl
guievres	guivre	NOMcom	fem		pl
guillaumes	guillaume	NOMcom	masc	guillaumes	sg|pl
guillieres	cuiller	NOMcom	fem		pl
guillieres	juillet	NOMcom	masc		sg|pl
guines	guigne	NOMcom	fem	guynes	pl
guinot	juignot	NOMcom	masc		sg|pl
guion	guion	NOMcom	masc	guion	sg|pl
guitard	guitart	NOMcom		guitard	
guitrum	goitron	NOMcom	masc		sg|pl
guitrum	lemoncelle	NOMcom	fem		sg
guitrun	goitron	NOMcom	masc		sg|pl
guittrun	goitron	NOMcom	masc		sg|pl
gumfanun	gonfalon	NOMcom	masc		sg|pl
gumfanunire	gonfalonier	NOMcom	masc		sg|pl
gumfanunire	gonfalonière	NOMcom	fem		sg
gumfanuns	gonfalon	NOMcom	masc		sg|pl
gurz	gord	NOMcom	masc		sg|pl
gustement	goustement	NOMcom	masc		sg|pl
guverneür	gouverneur	NOMcom	masc		sg|pl
guychet	guichet	NOMcom	masc		sg|pl
guydes	guide	NOMcom	masc		sg|pl
guydon	guidon	NOMcom	masc		sg|pl
guyez	couille	NOMcom	fem		sg
guyez	guile	NOMcom	fem		sg
guyez	guille	NOMcom	fem		sg
guyez	jet	NOMcom	masc		sg|pl
guyez	wye	NOMcom	fem		sg
guyon	guion	NOMcom	masc		sg|pl
guys	gui	NOMcom	masc		sg|pl
guyse	guise	NOMcom	fem		sg
guéz	gué	NOMcom	masc		sg|pl
gyoun	gien	NOMcom	masc		sg|pl
gyoun	guion	NOMcom	masc		sg|pl
gyü	juif	NOMcom	masc		sg|pl
gyüs	jeu	NOMcom	masc		sg|pl
gyüs	juif	NOMcom	masc		sg|pl
générale	général	NOMcom	masc	générale	sg|pl
générale	générale	NOMcom	masc	générale	sg|pl
gïux	ciel	NOMcom	masc		sg|pl
gïux	goi	NOMcom	masc		sg|pl
gïux	gui	NOMcom	masc		sg|pl
gïux	guie	NOMcom	masc		sg|pl
gïux	guion	NOMcom	masc		sg|pl
gïux	jeu	NOMcom	masc		sg|pl
gïux	juif	NOMcom	masc		sg|pl
h	h	NOMcom			
habet	abbé	NOMcom	masc		sg|pl
habet	abet	NOMcom	masc		sg|pl
habet	aboi	NOMcom	masc		sg|pl
habet	auve	NOMcom	fem		sg
habet	habit	NOMcom	masc		sg|pl
habet	haubert	NOMcom	masc		sg|pl
habet	have	NOMcom	fem		sg
habet	havet	NOMcom	masc		sg|pl
habet	havre	NOMcom	masc		sg|pl
habillement	habillement	NOMcom	masc		sg|pl
habitacion	habitation	NOMcom	fem		sg
habitacions	habitation	NOMcom	fem		pl
habitacle	habitacle	NOMcom	masc		sg|pl
habitacles	habitacle	NOMcom	masc		sg|pl
habitans	habitant	NOMcom	masc		sg|pl
habitation	habitation	NOMcom	fem		sg
habitatiun	habitation	NOMcom	fem		sg
habiteires	habiteur	NOMcom	masc		sg|pl
habitement	habitement	NOMcom	masc		sg|pl
habiteür	habiteur	NOMcom	masc		sg|pl
habitz	habit	NOMcom	masc		sg|pl
habominacion	abomination	NOMcom	fem		sg
habondance	abondance	NOMcom	fem		sg
habondances	abondance	NOMcom	fem		pl
habondanche	abondance	NOMcom	fem		sg
habreuver	abreuveur	NOMcom	masc		sg|pl
hachie	hachée	NOMcom	fem		sg
hachie	haschie	NOMcom	fem		sg
hachie	haschée	NOMcom	fem		sg
hacquenées	haquenée	NOMcom	fem		pl
haematitis	hématite	NOMcom	fem		pl
haenge	haenge	NOMcom	fem		sg
haiette	hayette	NOMcom	fem		sg
hainfroi	froid	NOMcom	masc		sg|pl
hainfrois	frais	NOMcom	masc		sg|pl
hainfrois	froid	NOMcom	masc		sg|pl
hainfrois	froïs	NOMcom	masc		sg|pl
haisme	aime	NOMcom			
haisme	aimé	NOMcom	fem		sg
haisme	ais	NOMcom	masc		sg|pl
haisme	asthme	NOMcom	masc		sg|pl
haisme	esme	NOMcom	masc		sg|pl
haisme	haine	NOMcom	fem		sg
haisme	hait	NOMcom	masc		sg|pl
haisme	haiz	NOMcom	masc		sg|pl
haisme	hamie	NOMcom	fem		sg
haisme	has	NOMcom	masc		sg|pl
haisme	hef	NOMcom	masc		sg|pl
haisme	orme	NOMcom	masc		sg|pl
haisme	âme	NOMcom	fem		sg
haities	haschée	NOMcom	fem	haities	pl
hakeneys	haquenée	NOMcom	fem		pl
haltesces	hautesse	NOMcom	fem		pl
haltur	acteur	NOMcom	masc		sg|pl
haltur	ardeur	NOMcom	fem		sg
haltur	atour	NOMcom	masc		sg|pl
haltur	autel	NOMcom	masc		sg|pl
haltur	auteur	NOMcom	masc		sg|pl
haltur	autour	NOMcom	masc		sg|pl
haltur	hauteur	NOMcom	fem		sg
haltur	hauture	NOMcom	fem		sg
haltur	heudure	NOMcom	fem		sg
haltur	hotteur	NOMcom	masc		sg|pl
haltur	tour	NOMcom	fem		sg
hameaus	hameau	NOMcom	masc		sg|pl
hames	hamie	NOMcom	fem	hammes	pl
hamtune	hampton	NOMcom	masc		sg|pl
hanapel	hanapel	NOMcom	masc		sg|pl
hanapele	hanapel	NOMcom	masc		sg|pl
hangiers	hansier	NOMcom	masc		sg|pl
hannap	hanap	NOMcom	masc		sg|pl
hannequin	hanequin	NOMcom	masc		sg|pl
hannote	hannote	NOMcom	fem		sg
haornemens	adornement	NOMcom	masc		sg|pl
haornemens	aornement	NOMcom	masc		sg|pl
haquenée	haquenée	NOMcom	fem		sg
haquins	hachin	NOMcom	masc		sg|pl
harbergemant	hébergement	NOMcom	masc		sg|pl
harbergement	hébergement	NOMcom	masc		sg|pl
hardeaux	hardeau	NOMcom	masc		sg|pl
hardemens	hardement	NOMcom	masc		sg|pl
hardemenz	hardement	NOMcom	masc		sg|pl
hardiesce	hardiesse	NOMcom	fem		sg
hardiesses	hardiesse	NOMcom	fem		pl
harene	arène	NOMcom	fem		sg
harnaiz	harnais	NOMcom	masc		sg|pl
harnoiz	harnais	NOMcom	masc		sg|pl
harnoys	harnais	NOMcom	masc		sg|pl
harpeeur	harpeur	NOMcom	masc		sg|pl
harpeeur	harpeux	NOMcom	masc		sg|pl
haschee	haschie	NOMcom	fem		sg
haschee	haschée	NOMcom	fem		sg
haschie	haschie	NOMcom	fem		sg
haschie	huchie	NOMcom	fem		sg
hastelles	attelle	NOMcom	fem		pl
hastelles	estel	NOMcom	masc		sg|pl
hastelles	estelle	NOMcom	fem		pl
hastelles	hastel	NOMcom	masc		sg|pl
hastelles	hastelet	NOMcom	masc		sg|pl
hastelles	hastille	NOMcom	fem		pl
hastelles	étoile	NOMcom	fem		pl
hasties	aatie	NOMcom	fem		pl
hasties	haschée	NOMcom	fem		pl
hateriaulx	hasterel	NOMcom	masc		sg|pl
hateriaulx	haterel	NOMcom	masc		sg|pl
hateriaux	haterel	NOMcom	masc		sg|pl
hativeté	hâtiveté	NOMcom	fem		sg
haubercz	auberc	NOMcom	masc		sg|pl
haubercz	haubert	NOMcom	masc		sg|pl
hauberger	hauberger	NOMcom	masc	hauberger	sg|pl
haubergon	haubergeon	NOMcom	masc		sg|pl
hauberke	auberc	NOMcom	masc		sg|pl
hauberke	auberge	NOMcom	masc		sg|pl
hauberke	haubert	NOMcom	masc		sg|pl
haubert	haubert	NOMcom	masc		sg|pl
haubreke	auberc	NOMcom	masc		sg|pl
haubreke	broche	NOMcom	fem		sg
haubreke	brèche	NOMcom	fem		sg
haubreke	haubert	NOMcom	masc		sg|pl
haultainetez	hautaineté	NOMcom	fem		sg
haultece	hautesse	NOMcom	fem		sg
haultesce	hautesse	NOMcom	fem		sg
haultesse	hautesse	NOMcom	fem		sg
haulteur	hauteur	NOMcom	fem		sg
haults	haut	NOMcom		haults	pl-fem|sg-masc|pl-masc
haultz	haut	NOMcom			pl-fem|sg-masc|pl-masc
hausterité	austérité	NOMcom	fem		sg
hauteche	hautesse	NOMcom	fem		sg
hautesse	hautesse	NOMcom	fem		sg
hauteur	hauteur	NOMcom	fem		sg
hautez	haut	NOMcom			pl-fem|sg-masc|pl-masc
hautz	haut	NOMcom			pl-fem|sg-masc|pl-masc
hawyse	aise	NOMcom			
hawyse	haise	NOMcom	fem		sg
hax	ais	NOMcom	masc		sg|pl
hax	haie	NOMcom	fem		sg
hax	hait	NOMcom	masc		sg|pl
hax	has	NOMcom	masc		sg|pl
hax	haut	NOMcom			pl-fem|sg-masc|pl-masc
hax	haïe	NOMcom	fem		sg
hax	heut	NOMcom	masc		sg|pl
haymmes	haine	NOMcom	fem		pl
hayne	haine	NOMcom	fem		sg
hayneulx	haineux	NOMcom	masc		sg|pl
hayneux	haineux	NOMcom	masc		sg|pl
hazard	hasard	NOMcom	masc		sg|pl
hazart	hasard	NOMcom	masc		sg|pl
haïneuse	haineux	NOMcom	masc		sg|pl
haïnne	haine	NOMcom	fem		sg
haïnus	haineux	NOMcom	masc		sg|pl
haÿne	haine	NOMcom	fem		sg
healme	heaume	NOMcom	masc		sg|pl
healme	âme	NOMcom	fem		sg
hebergement	hébergement	NOMcom	masc		sg|pl
helie	aillie	NOMcom	fem	helie	sg
heliotropium	héliotrope	NOMcom	fem		sg
helyseus	elisée	NOMcom	fem		pl
helí	eli	NOMcom	masc		sg|pl
helón	alun	NOMcom	masc		sg|pl
helón	huon	NOMcom	masc		sg|pl
helón	héron	NOMcom	masc		sg|pl
hennaps	hanap	NOMcom	masc		sg|pl
heom	homme	NOMcom	masc		sg|pl
hephaestitis	épistite	NOMcom	fem		pl
heraul	héraut	NOMcom	masc		sg|pl
herault	airaut	NOMcom	masc		sg|pl
herault	héraut	NOMcom	masc		sg|pl
heraulx	héraut	NOMcom	masc	héraulx	sg|pl
herautz	héraut	NOMcom	masc	herrautz	sg|pl
herbegement	hébergement	NOMcom	masc		sg|pl
herbergeours	hébergeur	NOMcom	masc		sg|pl
herbers	herbier	NOMcom	masc		sg|pl
herbette	herbette	NOMcom	fem		sg
herbiger	herbier	NOMcom	masc		sg|pl
herezie	hérésie	NOMcom	fem		sg
herges	hairgue	NOMcom	fem		pl
herges	hargne	NOMcom	fem		pl
herges	herse	NOMcom	fem		pl
heriditet	hérédité	NOMcom	fem		sg
heritages	héritage	NOMcom	fem	heritáges	pl
heritaige	héritage	NOMcom	masc		sg|pl
heritáge	héritage	NOMcom	masc		sg|pl
herizons	hérisson	NOMcom	masc		sg|pl
hermitaige	ermitage	NOMcom	masc		sg|pl
hermittes	ermite	NOMcom	masc		sg|pl
herneys	harnais	NOMcom	masc		sg|pl
herneys	hernie	NOMcom	fem		pl
hernoisez	harnais	NOMcom	masc		sg|pl
hernoisez	harnoise	NOMcom	fem		sg
hernoiz	harnais	NOMcom	masc		sg|pl
hersellaines	arsel	NOMcom	masc		sg|pl
hersellaines	harcel	NOMcom	masc		sg|pl
herytage	héritage	NOMcom	masc		sg|pl
heuree	heurée	NOMcom	fem		sg
heuvre	oeuvre	NOMcom	masc		sg|pl
hexacontalithos	hexacontalite	NOMcom	fem		pl
heyrons	airon	NOMcom	masc		sg|pl
heyrons	huron	NOMcom	masc		sg|pl
heyrons	héron	NOMcom	masc		sg|pl
heze	haise	NOMcom	fem		sg
hialme	heaume	NOMcom	masc		sg|pl
hiaulme	heaume	NOMcom	masc		sg|pl
hideur	hideur	NOMcom	fem		sg
hieracitis	gérachite	NOMcom	fem		pl
hinc	encre	NOMcom	fem		sg
hinc	hench	NOMcom	masc		sg|pl
hinc	hin	NOMcom	masc		sg|pl
hiresie	hérésie	NOMcom	fem		sg
hirá	héraut	NOMcom	masc		sg|pl
hisdour	hideur	NOMcom	fem		sg
hisdur	hideur	NOMcom	fem		sg
historieurs	historieur	NOMcom	masc		sg|pl
historiographes	historiographe	NOMcom	masc		sg|pl
histrun	estrain	NOMcom	masc		sg|pl
histrun	être	NOMcom	masc		sg|pl
hocquetons	hoqueton	NOMcom	masc		sg|pl
hodie	odie	NOMcom	fem		sg
hoede	aide	NOMcom	masc		sg|pl
hoede	haine	NOMcom	fem		sg
hoede	hait	NOMcom	masc		sg|pl
hoede	haite	NOMcom	fem		sg
hoede	heute	NOMcom	fem		sg
hoede	hide	NOMcom	fem		sg
hoede	houet	NOMcom	masc		sg|pl
hoede	houette	NOMcom	fem		sg
hoede	huet	NOMcom	masc		sg|pl
hoede	hé	NOMcom	masc		sg|pl
hoedes	haite	NOMcom	fem		pl
hoedes	heute	NOMcom	fem		pl
hoedes	hide	NOMcom	fem		pl
hoedes	houette	NOMcom	fem		pl
hoedes	huet	NOMcom	masc		sg|pl
hoesines	haisin	NOMcom	masc		sg|pl
hoesines	haisinet	NOMcom	masc		sg|pl
hoesines	houssine	NOMcom	fem		pl
hoisiaus	houseau	NOMcom	masc		sg|pl
hoisiaus	oiseau	NOMcom	masc		sg|pl
holiffans	olifant	NOMcom	masc		sg|pl
holiffans	éléphant	NOMcom	masc		sg|pl
holivet	olivier	NOMcom	masc		sg|pl
holpiz	goupil	NOMcom	masc		sg|pl
homaige	hommage	NOMcom	masc		sg|pl
homicides	homicide	NOMcom	masc		sg|pl
hommage	hommage	NOMcom	masc		sg|pl
hommages	hommage	NOMcom	masc		sg|pl
hommaige	hommage	NOMcom	masc		sg|pl
hommaiges	hommage	NOMcom	masc		sg|pl
hommecides	homicide	NOMcom	masc		sg|pl
hommeleiz	homélie	NOMcom	fem		sg
hommez	homme	NOMcom	masc		sg|pl
hommmes	homme	NOMcom	masc		sg|pl
hommmes	orme	NOMcom	masc		sg|pl
homo	homme	NOMcom	masc		sg|pl
homs	homme	NOMcom	masc		sg|pl
homz	homme	NOMcom	masc		sg|pl
hondres	hondre	NOMcom			pl-fem|sg-masc|pl-masc
hondrez	hondre	NOMcom			pl-fem|sg-masc|pl-masc
honeurs	honneur	NOMcom	masc		sg|pl
honmage	hommage	NOMcom	masc		sg|pl
honme	homme	NOMcom	masc		sg|pl
honmes	homme	NOMcom	masc		sg|pl
honnesteté	honnêteté	NOMcom	fem		sg
honnesté	honnesté	NOMcom	fem		sg
honnesté	honnêteté	NOMcom	fem		sg
honneurs	honneur	NOMcom	masc		sg|pl
honnour	honneur	NOMcom	masc		sg|pl
honnours	honneur	NOMcom	masc		sg|pl
honoire	honneur	NOMcom	masc		sg|pl
honorance	honorance	NOMcom	fem		sg
honoreies	honorée	NOMcom	fem		pl
hontaige	hontage	NOMcom	masc		sg|pl
hontee	hontée	NOMcom	fem		sg
honye	honnie	NOMcom	fem		sg
hoos	ost	NOMcom	masc		sg|pl
hopelonde	houppelande	NOMcom	fem		sg
hopelondez	houppelande	NOMcom	fem		sg
hoqués	hoquet	NOMcom	masc		sg|pl
horatoire	oratoir	NOMcom	masc		sg|pl
horatoire	oratoire	NOMcom	masc		sg|pl
hordeis	hourdis	NOMcom	masc		sg|pl
horion	horion	NOMcom	masc		sg|pl
horions	horion	NOMcom	masc		sg|pl
horreur	horreur	NOMcom	fem		sg
hoseux	house	NOMcom	fem		sg
hoseux	houseau	NOMcom	masc		sg|pl
hoseux	oeil	NOMcom	masc		sg|pl
hoseux	oeuf	NOMcom	masc		sg|pl
hoseux	oseur	NOMcom	masc		sg|pl
hospitaliteit	hospitalité	NOMcom	fem		sg
hospitalitez	hospitalité	NOMcom	fem		sg
hospitax	hôpital	NOMcom	masc		sg|pl
hosseure	hausseur	NOMcom	fem		sg
hosseure	houssure	NOMcom	fem		sg
hostaige	hostage	NOMcom	masc		sg|pl
hostaige	otage	NOMcom	masc		sg|pl
hosteil	hotel	NOMcom	masc		sg|pl
hosteil	hôtel	NOMcom	masc		sg|pl
hosteliers	hôtelier	NOMcom	masc		sg|pl
hostelle	hotel	NOMcom	masc		sg|pl
hostelle	hottel	NOMcom	masc		sg|pl
hostelle	hôtel	NOMcom	masc		sg|pl
hostelleries	hôtellerie	NOMcom	fem		pl
hostelx	hôtel	NOMcom	masc		sg|pl
hostelz	hôtel	NOMcom	masc		sg|pl
hostex	hôtel	NOMcom	masc		sg|pl
hostiel	hottel	NOMcom	masc		sg|pl
hostiel	hôtel	NOMcom	masc		sg|pl
hostiler	hôtelier	NOMcom	masc		sg|pl
hostilerie	hôtellerie	NOMcom	fem		sg
hostiller	hôtelier	NOMcom	masc		sg|pl
hottee	hottée	NOMcom	fem		sg
hottee	hotée	NOMcom	fem		sg
houlerie	houlerie	NOMcom	fem		sg
houlier	houlier	NOMcom	masc		sg|pl
houme	homme	NOMcom	masc		sg|pl
houmes	homme	NOMcom	masc		sg|pl
houneur	honneur	NOMcom	masc		sg|pl
hounour	honneur	NOMcom	masc		sg|pl
houseaus	houseau	NOMcom	masc		sg|pl
houselot	house	NOMcom	fem		sg
houstel	hôtel	NOMcom	masc		sg|pl
howel	havet	NOMcom	masc		sg|pl
howel	houel	NOMcom	masc		sg|pl
howel	hoyau	NOMcom	masc		sg|pl
howel	oeil	NOMcom	masc		sg|pl
huche	huche	NOMcom	fem	húche	sg
huchettes	huchette	NOMcom	fem		pl
huec	o	NOMcom	masc		sg|pl
huee	huée	NOMcom	fem		sg
huem	homme	NOMcom	masc	huém	sg|pl
huem	ome	NOMcom	masc	huém	sg|pl
huen	huant	NOMcom	masc	huen	sg|pl
huens	homme	NOMcom	masc		sg|pl
huens	huant	NOMcom	masc		sg|pl
huetz	heut	NOMcom	masc		sg|pl
huetz	hoult	NOMcom	masc		sg|pl
huetz	huat	NOMcom	masc		sg|pl
huetz	huet	NOMcom	masc		sg|pl
huetz	ver	NOMcom	masc		sg|pl
huige	huche	NOMcom	fem		sg
huille	huile	NOMcom	fem		sg
huisseuse	huissure	NOMcom	fem		sg
huisseuse	oiseuse	NOMcom	fem		sg
huiz	huis	NOMcom	masc		sg|pl
hulotz	halot	NOMcom	masc		sg|pl
hulotz	hulot	NOMcom	masc		sg|pl
humanited	humanité	NOMcom	fem		sg
humanitet	humanité	NOMcom	fem		sg
humanitéd	humanité	NOMcom	fem		sg
humanitét	humanité	NOMcom	fem		sg
humblesce	humblesse	NOMcom	fem		sg
humblet	humblet	NOMcom	masc		sg|pl
humbletés	humblet	NOMcom	masc		sg|pl
humbletés	humbleté	NOMcom	fem		pl
humbre	ombre	NOMcom	fem	humbre	sg
hume	homme	NOMcom	masc	húme	sg|pl
humelitez	humilité	NOMcom	fem		sg
