	form_bfm	flp	lemma_bfm	cattex	feats_bfm	lemma_src	file_src_bfm	fl	fp
6909	crienbroie	crienbroie_criembre_verb	criembre	VERcjg	VerbForm=Fin	DECT	ErecKu	crienbroie_criembre	crienbroie_verb
6910	peçoiees	peçoiees_peçoiier_verb	peçoiier	VERppe	VerbForm=Part|Tense=Past	DECT	CharretteKu	peçoiees_peçoiier	peçoiees_verb
6911	ostaige	ostaige_otage_noun	otage	NOMcom	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	ostaige_otage	ostaige_noun
6912	ensengnaissent	ensengnaissent_enseigner_verb	enseigner	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	ensengnaissent_enseigner	ensengnaissent_verb
6913	trespassat	trespassat_trépasser_verb	trépasser	VERcjg	VerbForm=Fin	DMF	cambps	trespassat_trépasser	trespassat_verb
6914	aloerent	aloerent_allouer_verb	allouer	VERcjg	VerbForm=Fin	DMF	cambps	aloerent_allouer	aloerent_verb
6915	conquerir	conquerir_conquérir_verb	conquérir	VERinf	VerbForm=Inf	no_source	Jouvencel1_manual-seg_pos_lem	conquerir_conquérir	conquerir_verb
6916	tanroit	tanroit_tenir_verb	tenir	VERcjg	VerbForm=Fin	DECT	PercevalKu	tanroit_tenir	tanroit_verb
6917	Arthur	arthur_arthur_propn	Arthur	NOMpro	_	DMF	brut2	arthur_arthur	arthur_propn
6918	oreir	oreir_orer_verb	orer	VERinf	VerbForm=Inf	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	oreir_orer	oreir_verb
6919	apperçeurent	apperçeurent_apercevoir_verb	apercevoir	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	apperçeurent_apercevoir	apperçeurent_verb
6920	Morelporte	morelporte_morelporte_propn	Morelporte	NOMpro	_	DMF	chartes_hain13	morelporte_morelporte	morelporte_propn
6921	prièrent	prièrent_prier_verb	prier	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	prièrent_prier	prièrent_verb
6922	euissent	euissent_avoir_verb	avoir	VERcjg	VerbForm=Fin	DMF	chartes_hain13	euissent_avoir	euissent_verb
6923	murtri	murtri_meurtrir_verb	meurtrir	VERppe	VerbForm=Part|Tense=Past	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	murtri_meurtrir	murtri_verb
6924	diuiniteit	diuiniteit_divinité_noun	divinité	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	diuiniteit_divinité	diuiniteit_noun
6925	antrelet	antrelet_entrelaiier_verb	entrelaiier	VERcjg	VerbForm=Fin	DECT	ErecKu	antrelet_entrelaiier	antrelet_verb
6926	semblë	semblë_sembler_verb	sembler	VERcjg	VerbForm=Fin	DMF	brut2	semblë_sembler	semblë_verb
6927	desbunchié	desbunchié_desbuschier_verb	desbuschier	VERppe	VerbForm=Part|Tense=Past	DECT	ErecKu	desbunchié_desbuschier	desbunchié_verb
6928	prenget	prenget_prendre_verb	prendre	VERcjg	VerbForm=Fin	DMF	AlexisRaM	prenget_prendre	prenget_verb
6929	escuïer	escuïer_écuyer_noun	écuyer	NOMcom	_	DMF	regcrim1-cat	escuïer_écuyer	escuïer_noun
6930	Bruc	bruc_bruc_propn	Bruc	NOMpro	_	BFM	regcrim1-cat	bruc_bruc	bruc_propn
6931	haoient	haoient_häir_verb	häir	VERcjg	VerbForm=Fin	DECT	YvainKu	haoient_häir	haoient_verb
6932	euvres	euvres_oeuvre_noun	oeuvre	NOMcom	_	DMF	regcrim1-cat, SGenPr1	euvres_oeuvre	euvres_noun
6933	remeindreient	remeindreient_remanoir_verb	remanoir	VERcjg	VerbForm=Fin	DMF	roland	remeindreient_remanoir	remeindreient_verb
6934	anblast	anblast_ambler_verb	ambler	VERcjg	VerbForm=Fin	DECT	CharretteKu	anblast_ambler	anblast_verb
6935	creisset	creisset_croître_verb	croître	VERcjg	VerbForm=Fin	DMF	cambps	creisset_croître	creisset_verb
6936	mescrut	mescrut_mescroire_verb	mescroire	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu	mescrut_mescroire	mescrut_verb
6937	beiseré	beiseré_baisier_verb	baisier	VERcjg	VerbForm=Fin	DECT	PercevalKu	beiseré_baisier	beiseré_verb
6938	majested	majested_majesté_noun	majesté	NOMcom	_	DMF	cambps	majested_majesté	majested_noun
6939	Quivres	quivres_quivres_propn	Quivres	NOMpro	_	DMF	SGenPr1	quivres_quivres	quivres_propn
6940	orgolz	orgolz_orgueil_noun	orgueil	NOMcom	_	DMF	passion	orgolz_orgueil	orgolz_noun
6941	parduins	parduins_pardonner_verb	pardonner	VERcjg	VerbForm=Fin	DMF	roland	parduins_pardonner	parduins_verb
6942	laissed	laissed_laisser_verb	laisser	VERcjg	VerbForm=Fin	DMF	passion	laissed_laisser	laissed_verb
6943	besogne	besogne_besogne_noun	besogne	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	besogne_besogne	besogne_noun
6944	espées	espées_épée_noun	épée	NOMcom	_	DMF	moree-cat, regcrim1-cat	espées_épée	espées_noun
6945	Senliz	senliz_senlis_propn	Senlis	NOMpro	_	DMF	regcrim1-cat	senliz_senlis	senliz_propn
6946	Bausmes	bausmes_bausme_propn	Bausme	NOMpro	_	DMF	regcrim1-cat	bausmes_bausme	bausmes_propn
6947	enmee	enmee_aimer_verb	aimer	VERppe	VerbForm=Part|Tense=Past	DMF	SGenPr1	enmee_aimer	enmee_verb
6948	ocirront	ocirront_ocire_verb	ocire	VERcjg	VerbForm=Fin	DECT	CharretteKu, PercevalKu, YvainKu	ocirront_ocire	ocirront_verb
6949	maintaignent	maintaignent_maintenir_verb	maintenir	VERcjg	VerbForm=Fin	DECT	YvainKu	maintaignent_maintenir	maintaignent_verb
6950	Genesis	genesis_genès_propn	Genès	NOMpro	_	DMF	SGenPr1	genesis_genès	genesis_propn
6951	Morvillier	morvillier_morvilliers_propn	Morvilliers	NOMpro	_	no_source	commyn1_manual_seg_lemm	morvillier_morvilliers	morvillier_propn
6952	adoulcir	adoulcir_adoucir_verb	adoucir	VERinf	VerbForm=Inf	no_source	Jouvencel1_manual-seg_pos_lem	adoulcir_adoucir	adoulcir_verb
6953	vengerat	vengerat_venger_verb	venger	VERcjg	VerbForm=Fin	DMF	roland	vengerat_venger	vengerat_verb
6954	Roiaules	roiaules_roiaules_propn	Roiaules	NOMpro	_	DMF	chartes_hain13	roiaules_roiaules	roiaules_propn
6955	excrebantent	excrebantent_escravanter_verb	escravanter	VERcjg	VerbForm=Fin	DMF	passion	excrebantent_escravanter	excrebantent_verb
6956	matineie	matineie_matinée_noun	matinée	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	matineie_matinée	matineie_noun
6957	faintié	faintié_feintié_noun	feintié	NOMcom	_	DECT	CligesKu	faintié_feintié	faintié_noun
6958	vaissiaux	vaissiaux_vaisseau_noun	vaisseau	NOMcom	_	DMF	moree-cat	vaissiaux_vaisseau	vaissiaux_noun
6959	parleiez	parleiez_parler_verb	parler	VERcjg	VerbForm=Fin	DECT	PercevalKu	parleiez_parler	parleiez_verb
6960	tinssent	tinssent_tenir_verb	tenir	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	tinssent_tenir	tinssent_verb
6961	renseveli	renseveli_rensevelir_verb	rensevelir	VERcjg	VerbForm=Fin	DECT	CligesKu	renseveli_rensevelir	renseveli_verb
6962	acuelle	acuelle_acoillir_verb	acoillir	VERcjg	VerbForm=Fin	DECT	CligesKu, PercevalKu	acuelle_acoillir	acuelle_verb
6963	orguelh	orguelh_orgueil_noun	orgueil	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	orguelh_orgueil	orguelh_noun
6964	havos	havos_havot_noun	havot	NOMcom	_	DMF	chartes_hain13	havos_havot	havos_noun
6965	euvangilles	euvangilles_évangile_noun	évangile	NOMcom	_	DMF	regcrim1-cat	euvangilles_évangile	euvangilles_noun
6966	orateurs	orateurs_orateur_noun	orateur	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	orateurs_orateur	orateurs_noun
6967	trairai	trairai_traire_verb	traire	VERcjg	VerbForm=Fin	DMF	cambps	trairai_traire	trairai_verb
6968	bourses	bourses_bourse_noun	bourse	NOMcom	_	DMF	regcrim1-cat	bourses_bourse	bourses_noun
6969	porterat	porterat_porter_verb	porter	VERcjg	VerbForm=Fin	DMF	roland	porterat_porter	porterat_verb
6970	contrée	contrée_contrée_noun	contrée	NOMcom	_	DMF	moree-cat	contrée_contrée	contrée_noun
6971	Bevre	bevre_bevre_propn	Bevre	NOMpro	_	DMF	chartes_hain13	bevre_bevre	bevre_propn
6972	reconoissoie	reconoissoie_reconoistre_verb	reconoistre	VERcjg	VerbForm=Fin	DECT	YvainKu	reconoissoie_reconoistre	reconoissoie_verb
6973	Toucy	toucy_toucy_propn	Toucy	NOMpro	_	BFM	moree-cat	toucy_toucy	toucy_propn
6974	tradas	tradas_trahir_verb	trahir	VERcjg	VerbForm=Fin	DMF	passion	tradas_trahir	tradas_verb
6975	vaneor	vaneor_venëor_noun	venëor	NOMcom	_	DECT	PercevalKu	vaneor_venëor	vaneor_noun
6976	cumfaitement	cumfaitement_confaitement_adv	confaitement	ADVint	PronType=Int	DMF	roland	cumfaitement_confaitement	cumfaitement_adv
6977	loysir	loysir_loisir_noun	loisir	NOMcom	_	no_source	commyn1_manual_seg_lemm, Jouvencel1_manual-seg_pos_lem	loysir_loisir	loysir_noun
6978	reçupt	reçupt_recevoir_verb	recevoir	VERcjg	VerbForm=Fin	no_source, DMF	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem, regcrim1-cat	reçupt_recevoir	reçupt_verb
6979	requereit	requereit_requérir_verb	requérir	VERcjg	VerbForm=Fin	DMF	brut2	requereit_requérir	requereit_verb
6980	antrencontrerent	antrencontrerent_entr'encontrer_verb	entr'encontrer	VERcjg	VerbForm=Fin	DECT	ErecKu	antrencontrerent_entr'encontrer	antrencontrerent_verb
6981	recevrums	recevrums_recevoir_verb	recevoir	VERcjg	VerbForm=Fin	DMF	roland	recevrums_recevoir	recevrums_verb
6982	torches	torches_torche_noun	torche	NOMcom	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	torches_torche	torches_noun
6983	seulent	seulent_souloir_verb	souloir	VERcjg	VerbForm=Fin	DMF	SGenPr1	seulent_souloir	seulent_verb
6984	Tristanz	tristanz_tristan_propn	Tristan	NOMpro	_	DECT	CligesKu, ErecKu	tristanz_tristan	tristanz_propn
6985	restraigniez	restraigniez_restreindre_verb	restreindre	VERcjg	VerbForm=Fin	DECT	PercevalKu	restraigniez_restreindre	restraigniez_verb
6986	repunsement	repunsement_reponsement_adv	reponsement	ADVgen	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	repunsement_reponsement	repunsement_adv
6987	abbez	abbez_abbé_noun	abbé	NOMcom	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	abbez_abbé	abbez_noun
6988	forsenéz	forsenéz_forcené_adj	forcené	ADJqua	_	DMF	SGenPr1	forsenéz_forcené	forsenéz_adj
6989	forsenéz	forsenéz_forcené_noun	forcené	NOMcom	_	DMF	SGenPr1	forsenéz_forcené	forsenéz_noun
6990	entendanz	entendanz_entendre_verb	entendre	VERppa	VerbForm=Part|Tense=Pres	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	entendanz_entendre	entendanz_verb
6991	capitel	capitel_chapitre_noun	chapitre	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	capitel_chapitre	capitel_noun
6992	orroie	orroie_öir_verb	öir	VERcjg	VerbForm=Fin	DECT	PercevalKu	orroie_öir	orroie_verb
6993	anez	anez_aner_verb	aner	VERcjg	VerbForm=Fin	DMF	passion	anez_aner	anez_verb
6994	alaschiez	alaschiez_alaisier_verb	alaisier	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	alaschiez_alaisier	alaschiez_verb
6995	enseignemens	enseignemens_enseignement_noun	enseignement	NOMcom	_	no_source, DMF	Jouvencel1_manual-seg_pos_lem, SBath1	enseignemens_enseignement	enseignemens_noun
6996	enpolle	enpolle_ampoule_noun	ampoule	NOMcom	_	DMF	SGenPr1	enpolle_ampoule	enpolle_noun
6997	ensuyvit	ensuyvit_ensuivre_verb	ensuivre	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	ensuyvit_ensuivre	ensuyvit_verb
6998	bruiz	bruiz_bruit_noun	bruit	NOMcom	_	DECT	CligesKu	bruiz_bruit	bruiz_noun
6999	chaciees	chaciees_chasser_verb	chasser	VERppe	VerbForm=Part|Tense=Past	DMF	SGenPr1	chaciees_chasser	chaciees_verb
7000	Twancastre	twancastre_twancastre_propn	Twancastre	NOMpro	_	BFM	brut2	twancastre_twancastre	twancastre_propn
7001	Serpens	serpens_serpens_propn	Serpens	NOMpro	_	no_source	commyn1_manual_seg_lemm	serpens_serpens	serpens_propn
7002	disnéz	disnéz_dîner_noun	dîner	NOMcom	_	no_source	commyn1_manual_seg_lemm	disnéz_dîner	disnéz_noun
7003	uisce	uisce_vice_noun	vice	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	uisce_vice	uisce_noun
7004	retaingne	retaingne_retenir_verb	retenir	VERcjg	VerbForm=Fin	DECT	YvainKu	retaingne_retenir	retaingne_verb
7005	forteresses	forteresses_forteresse_noun	forteresse	NOMcom	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem, Jouvencel1_manual-seg_pos_lem	forteresses_forteresse	forteresses_noun
7006	entreguerrierent	entreguerrierent_entreguerroyer_verb	entreguerroyer	VERcjg	VerbForm=Fin	DMF	brut2	entreguerrierent_entreguerroyer	entreguerrierent_verb
7007	Erningestrate	erningestrate_ermin-street_propn	Ermin-street	NOMpro	_	no_source	DescrEngl_fixed.tsv	erningestrate_ermin-street	erningestrate_propn
7008	recheussent	recheussent_recevoir_verb	recevoir	VERcjg	VerbForm=Fin	DMF	SBath1	recheussent_recevoir	recheussent_verb
7009	commandéz	commandéz_commander_verb	commander	VERcjg	VerbForm=Fin	DMF	SGenPr1	commandéz_commander	commandéz_verb
7010	mante	mante_mentir_verb	mentir	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu, ErecKu, PercevalKu, YvainKu	mante_mentir	mante_verb
7011	desiranz	desiranz_désirer_verb	désirer	VERppa	VerbForm=Part|Tense=Pres	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	desiranz_désirer	desiranz_verb
7012	valurent	valurent_valoir_verb	valoir	VERcjg	VerbForm=Fin	DECT	ErecKu	valurent_valoir	valurent_verb
7013	refuded	refuded_réfuter_verb	réfuter	VERcjg	VerbForm=Fin	DMF	passion	refuded_réfuter	refuded_verb
7014	unitez	unitez_unité_noun	unité	NOMcom	_	DMF	cambps	unitez_unité	unitez_noun
7015	Baudes	baudes_baude_propn	Baude	NOMpro	_	DMF	chartes_hain13	baudes_baude	baudes_propn
7016	aveinne	aveinne_aveine_noun	aveine	NOMcom	_	DECT	ErecKu, PercevalKu	aveinne_aveine	aveinne_noun
7017	escriat	escriat_écrier_verb	écrier	VERcjg	VerbForm=Fin	DMF	roland	escriat_écrier	escriat_verb
7018	simeonis	simeonis_simeon_x	simeon	ETR	Foreign=Yes	DMF	cambps	simeonis_simeon	simeonis_x
7019	arrivée	arrivée_arrivée_noun	arrivée	NOMcom	_	no_source	commyn1_manual_seg_lemm	arrivée_arrivée	arrivée_noun
7020	Totyla	totyla_totila_propn	Totila	NOMpro	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	totyla_totila	totyla_propn
7021	conseillers	conseillers_conseiller_noun	conseiller	NOMcom	_	no_source, DMF	commyn1_manual_seg_lemm, regcrim1-cat	conseillers_conseiller	conseillers_noun
7022	canticum	canticum_canticum_x	canticum	ETR	Foreign=Yes	DMF	cambps	canticum_canticum	canticum_x
7023	desmanbree	desmanbree_desmembrer_verb	desmembrer	VERppe	VerbForm=Part|Tense=Past	DECT	CligesKu	desmanbree_desmembrer	desmanbree_verb
7024	pluet	pluet_plovoir_verb	plovoir	VERcjg	VerbForm=Fin	DECT	YvainKu	pluet_plovoir	pluet_verb
7025	apeléz	apeléz_appeler_verb	appeler	VERppe	VerbForm=Part|Tense=Past	DMF	SGenPr1	apeléz_appeler	apeléz_verb
7026	herberget	herberget_héberger_verb	héberger	VERcjg	VerbForm=Fin	DMF	AlexisRaM	herberget_héberger	herberget_verb
7027	rencontrasmes	rencontrasmes_rencontrer_verb	rencontrer	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	rencontrasmes_rencontrer	rencontrasmes_verb
7028	eschaciet	eschaciet_eschasser_verb	eschasser	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	eschaciet_eschasser	eschaciet_verb
7029	haces	haces_häir_verb	häir	VERcjg	VerbForm=Fin	DECT	PercevalKu	haces_häir	haces_verb
7030	remeüst	remeüst_removoir_verb	removoir	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu	remeüst_removoir	remeüst_verb
7031	païast	païast_payer_verb	payer	VERcjg	VerbForm=Fin	DMF	regcrim1-cat	païast_payer	païast_verb
7032	subjection	subjection_sujétion_noun	sujétion	NOMcom	_	DMF, no_source	brut2, Jouvencel1_manual-seg_pos_lem, SBath1	subjection_sujétion	subjection_noun
7033	humiliteit	humiliteit_humilité_noun	humilité	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	humiliteit_humilité	humiliteit_noun
7034	assanbler	assanbler_assembler_verb	assembler	VERinf	VerbForm=Inf	DECT	CligesKu, ErecKu	assanbler_assembler	assanbler_verb
7035	beneist	beneist_bénir_verb	bénir	VERcjg	VerbForm=Fin	DMF	SGenPr1	beneist_bénir	beneist_verb
7036	examen	examen_examen_noun	examen	NOMcom	_	DMF	regcrim1-cat	examen_examen	examen_noun
7037	antandue	antandue_entendre_verb	entendre	VERppe	VerbForm=Part|Tense=Past	DECT	CharretteKu, ErecKu	antandue_entendre	antandue_verb
7038	detriés	detriés_derrière_adv	derrière	ADVgen	_	DMF	brut2	detriés_derrière	detriés_adv
7039	detriés	detriés_detriès_adv	detriès	ADVgen	_	TL	brut2	detriés_detriès	detriés_adv
7040	ommes	ommes_homme_noun	homme	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	ommes_homme	ommes_noun
7041	caueies	caueies_cavée_noun	cavée	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	caueies_cavée	caueies_noun
7042	faichons	faichons_faire_verb	faire	VERcjg	VerbForm=Fin	DMF	SBath1	faichons_faire	faichons_verb
7043	Nicrifore	nicrifore_nicéphore_propn	Nicéphore	NOMpro	_	DMF	moree-cat	nicrifore_nicéphore	nicrifore_propn
7044	depiece	depiece_depecier_verb	depecier	VERcjg	VerbForm=Fin	DECT	CharretteKu, YvainKu	depiece_depecier	depiece_verb
7045	Hesselin	hesselin_hesselin_propn	Hesselin	NOMpro	_	DMF	chartes_hain13	hesselin_hesselin	hesselin_propn
7046	xxviie	xxviie_vingt-septième_adj	vingt-septième	ADJord	NumType=Ord	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	xxviie_vingt-septième	xxviie_adj
7047	sufflat	sufflat_souffler_verb	souffler	VERcjg	VerbForm=Fin	DMF	cambps	sufflat_souffler	sufflat_verb
7048	aquel	aquel_icel_pron	icel	PROdem	PronType=Dem	DMF	passion	aquel_icel	aquel_pron
7049	reüse	reüse_rëuser_verb	rëuser	VERcjg	VerbForm=Fin	DECT	CharretteKu	reüse_rëuser	reüse_verb
7050	Morée	morée_morée_propn	Morée	NOMpro	_	BFM	moree-cat	morée_morée	morée_propn
7051	despecée	despecée_dépecer_verb	dépecer	VERppe	VerbForm=Part|Tense=Past	no_source	commyn1_manual_seg_lemm	despecée_dépecer	despecée_verb
7052	esgardés	esgardés_égarder_verb	égarder	VERcjg	VerbForm=Fin	DMF	SBath1	esgardés_égarder	esgardés_verb
7053	Camisine	camisine_canuse_propn	Canuse	NOMpro	_	, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	camisine_canuse	camisine_propn
7054	Dubert	dubert_dubert_propn	Dubert	NOMpro	_	DMF	regcrim1-cat	dubert_dubert	dubert_propn
7055	honnour	honnour_honneur_noun	honneur	NOMcom	_	DMF	moree-cat, SBath1	honnour_honneur	honnour_noun
7056	crieir	crieir_crier_verb	crier	VERinf	VerbForm=Inf	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	crieir_crier	crieir_verb
7057	habitacle	habitacle_habitacle_noun	habitacle	NOMcom	_	DMF, no_source	cambps, DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv, SGenPr1	habitacle_habitacle	habitacle_noun
7058	voullentez	voullentez_volonté_noun	volonté	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	voullentez_volonté	voullentez_noun
7059	deguasteiz	deguasteiz_dégâter_verb	dégâter	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	deguasteiz_dégâter	deguasteiz_verb
7060	dissemblanz	dissemblanz_dissembler_verb	dissembler	VERppa	VerbForm=Part|Tense=Pres	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	dissemblanz_dissembler	dissemblanz_verb
7061	Quaradigan	quaradigan_caradigan_propn	Caradigan	NOMpro	_	DECT	ErecKu	quaradigan_caradigan	quaradigan_propn
7062	Vaitachi	vaitachi_vatace_propn	Vatace	NOMpro	_	BFM	moree-cat	vaitachi_vatace	vaitachi_propn
7063	fineie	fineie_finer_verb	finer	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	fineie_finer	fineie_verb
7064	avoeth	avoeth_avoué_noun	avoué	NOMcom	_	DMF	chartes_hain13	avoeth_avoué	avoeth_noun
7065	nourriture	nourriture_nourriture_noun	nourriture	NOMcom	_	no_source	commyn1_manual_seg_lemm, Jouvencel1_manual-seg_pos_lem	nourriture_nourriture	nourriture_noun
7066	meruilhiez	meruilhiez_merveiller_verb	merveiller	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	meruilhiez_merveiller	meruilhiez_verb
7067	Porel	porel_porel_propn	Porel	NOMpro	_	DMF	regcrim1-cat	porel_porel	porel_propn
7068	detint	detint_detenir_verb	detenir	VERcjg	VerbForm=Fin	DECT	YvainKu	detint_detenir	detint_verb
7069	Beneoit	beneoit_benoît_propn	Benoît	NOMpro	_	DMF	SBath1, SGenPr1	beneoit_benoît	beneoit_propn
7070	cunuistreient	cunuistreient_connaître_verb	connaître	VERcjg	VerbForm=Fin	DMF	brut2	cunuistreient_connaître	cunuistreient_verb
7071	veloux	veloux_velu_noun	velu	NOMcom	_	no_source	commyn1_manual_seg_lemm	veloux_velu	veloux_noun
7072	Damais	damais_damas_propn	Damas	NOMpro	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	damais_damas	damais_propn
7073	traueilhiez	traueilhiez_travailler_verb	travailler	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	traueilhiez_travailler	traueilhiez_verb
7074	Geroimes	geroimes_jérôme_propn	Jérôme	NOMpro	_	DMF	SGenPr1	geroimes_jérôme	geroimes_propn
7075	covoiteuse	covoiteuse_covoitos_adj	covoitos	ADJqua	_	DECT	CligesKu	covoiteuse_covoitos	covoiteuse_adj
7076	antesa	antesa_enteser_verb	enteser	VERcjg	VerbForm=Fin	DECT	YvainKu	antesa_enteser	antesa_verb
7077	paingnié	paingnié_peignier_verb	peignier	VERppe	VerbForm=Part|Tense=Past	DECT	PercevalKu	paingnié_peignier	paingnié_verb
7078	congeteir	congeteir_conjecter_verb	conjecter	VERinf	VerbForm=Inf	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	congeteir_conjecter	congeteir_verb
7079	apperchoyvent	apperchoyvent_apercevoir_verb	apercevoir	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	apperchoyvent_apercevoir	apperchoyvent_verb
7080	uenrat	uenrat_venir_verb	venir	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	uenrat_venir	uenrat_verb
7081	fereïz	fereïz_ferëiz_noun	ferëiz	NOMcom	_	DECT	CligesKu	fereïz_ferëiz	fereïz_noun
7082	appresta	appresta_apprêter_verb	apprêter	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	appresta_apprêter	appresta_verb
7083	empeschoyent	empeschoyent_empêcher_verb	empêcher	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	empeschoyent_empêcher	empeschoyent_verb
7084	beut	beut_boire_verb	boire	VERcjg	VerbForm=Fin	no_source, DMF	commyn1_manual_seg_lemm, regcrim1-cat	beut_boire	beut_verb
7085	cleire	cleire_clair_adj	clair	ADJqua	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	cleire_clair	cleire_adj
7086	momenz	momenz_moment_noun	moment	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	momenz_moment	momenz_noun
7087	sacrés	sacrés_sacrer_verb	sacrer	VERppe	VerbForm=Part|Tense=Past	DMF	moree-cat	sacrés_sacrer	sacrés_verb
7088	honira	honira_honir_verb	honir	VERcjg	VerbForm=Fin	DECT	CharretteKu	honira_honir	honira_verb
7089	pïetét	pïetét_piété_noun	piété	NOMcom	_	DMF	AlexisRaM	pïetét_piété	pïetét_noun
7090	Polidetes	polidetes_poliditès_propn	Poliditès	NOMpro	_	DMF	brut2	polidetes_poliditès	polidetes_propn
7091	ravirunt	ravirunt_ravir_verb	ravir	VERcjg	VerbForm=Fin	DMF	cambps	ravirunt_ravir	ravirunt_verb
7092	exaltat	exaltat_exalter_verb	exalter	VERcjg	VerbForm=Fin	DMF	slethgier	exaltat_exalter	exaltat_verb
7093	disposés	disposés_disposer_verb	disposer	VERppe	VerbForm=Part|Tense=Past	no_source	Jouvencel1_manual-seg_pos_lem	disposés_disposer	disposés_verb
7094	mosterra	mosterra_mostrer_verb	mostrer	VERcjg	VerbForm=Fin	DECT	CligesKu, YvainKu	mosterra_mostrer	mosterra_verb
