	form_bfm	flp	lemma_bfm	cattex	feats_bfm	lemma_src	file_src_bfm	fl	fp
7095	parsiu	parsiu_parsuivre_verb	parsuivre	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	parsiu_parsuivre	parsiu_verb
7096	assenée	assenée_assener_verb	assener	VERppe	VerbForm=Part|Tense=Past	DMF	moree-cat	assenée_assener	assenée_verb
7097	detriuleit	detriuleit_detribler_verb	detribler	VERppe	VerbForm=Part|Tense=Past	TL, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	detriuleit_detribler	detriuleit_verb
7098	.xiiij.	.xiiij._quatorze_det	quatorze	DETcar	NumType=Card	DMF	chartes_hain13	.xiiij._quatorze	.xiiij._det
7099	baillées	baillées_bailler_verb	bailler	VERppe	VerbForm=Part|Tense=Past	no_source	commyn1_manual_seg_lemm	baillées_bailler	baillées_verb
7100	morist	morist_morir_verb	morir	VERcjg	VerbForm=Fin	DECT	CligesKu, PercevalKu	morist_morir	morist_verb
7101	aouerte	aouerte_aouvrir_verb	aouvrir	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	aouerte_aouvrir	aouerte_verb
7102	eissoient	eissoient_issir_verb	issir	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	eissoient_issir	eissoient_verb
7103	trayteusement	trayteusement_trahiteusement_adv	trahiteusement	ADVgen	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	trayteusement_trahiteusement	trayteusement_adv
7104	lxvii	lxvii_soixante-sept_adj	soixante-sept	ADJcar	NumType=Card	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	lxvii_soixante-sept	lxvii_adj
7105	Rosieres	rosieres_rosières_propn	Rosières	NOMpro	_	DMF	moree-cat	rosieres_rosières	rosieres_propn
7106	anqueïstes	anqueïstes_enquerre_verb	enquerre	VERcjg	VerbForm=Fin	DECT	PercevalKu	anqueïstes_enquerre	anqueïstes_verb
7107	Campaingne	campaingne_campaigne_propn	Campaigne	NOMpro	_	DMF	chartes_hain13	campaingne_campaigne	campaingne_propn
7108	leved	leved_lever_verb	lever	VERcjg	VerbForm=Fin	DMF	passion	leved_lever	leved_verb
7109	croissante	croissante_croître_verb	croître	VERppa	VerbForm=Part|Tense=Pres	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	croissante_croître	croissante_verb
7110	vellier	vellier_veillier_verb	veillier	VERinf	VerbForm=Inf	DECT	PercevalKu	vellier_veillier	vellier_verb
7111	respundet	respundet_répondre_verb	répondre	VERcjg	VerbForm=Fin	DMF	roland	respundet_répondre	respundet_verb
7112	randras	randras_rendre_verb	rendre	VERcjg	VerbForm=Fin	DECT	PercevalKu	randras_rendre	randras_verb
7113	deignot	deignot_daigner_verb	daigner	VERcjg	VerbForm=Fin	DMF	brut2	deignot_daigner	deignot_verb
7114	moeurent	moeurent_mourir_verb	mourir	VERcjg	VerbForm=Fin	DMF	aucassin	moeurent_mourir	moeurent_verb
7115	Cervole	cervole_cervole_propn	Cervole	NOMpro	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	cervole_cervole	cervole_propn
7116	mainnes	mainnes_mener_verb	mener	VERcjg	VerbForm=Fin	DECT	CharretteKu, PercevalKu	mainnes_mener	mainnes_verb
7117	fondront	fondront_fondre_verb	fondre	VERcjg	VerbForm=Fin	DECT	CligesKu	fondront_fondre	fondront_verb
7118	mantissent	mantissent_mentir_verb	mentir	VERcjg	VerbForm=Fin	DECT	CligesKu	mantissent_mentir	mantissent_verb
7119	anseigne	anseigne_enseigne_noun	enseigne	NOMcom	_	DECT	PercevalKu	anseigne_enseigne	anseigne_noun
7120	anseigne	anseigne_enseignier_verb	enseignier	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu, ErecKu, PercevalKu	anseigne_enseignier	anseigne_verb
7121	derumpet	derumpet_dérompre_verb	dérompre	VERcjg	VerbForm=Fin	DMF	AlexisRaM, roland	derumpet_dérompre	derumpet_verb
7122	amés	amés_aimer_verb	aimer	VERcjg	VerbForm=Fin	DMF	aucassin	amés_aimer	amés_verb
7123	tonnelliers	tonnelliers_tonnelier_noun	tonnelier	NOMcom	_	no_source	commyn1_manual_seg_lemm	tonnelliers_tonnelier	tonnelliers_noun
7124	anferme	anferme_enfermer_verb	enfermer	VERcjg	VerbForm=Fin	DECT	CharretteKu	anferme_enfermer	anferme_verb
7125	sustint	sustint_soutenir_verb	soutenir	VERcjg	VerbForm=Fin	DMF	AlexisRaM, slethgier	sustint_soutenir	sustint_verb
7126	tesmoingnajes	tesmoingnajes_témoignage_noun	témoignage	NOMcom	_	DMF	chartes_hain13	tesmoingnajes_témoignage	tesmoingnajes_noun
7127	aeisent	aeisent_aaisier_verb	aaisier	VERcjg	VerbForm=Fin	DECT	ErecKu, YvainKu	aeisent_aaisier	aeisent_verb
7128	pousuyte	pousuyte_poursuite_noun	poursuite	NOMcom	_	no_source	commyn1_manual_seg_lemm	pousuyte_poursuite	pousuyte_noun
7129	agencist	agencist_agencir_verb	agencir	VERcjg	VerbForm=Fin	DECT	CligesKu	agencist_agencir	agencist_verb
7130	realtez	realtez_royauté_noun	royauté	NOMcom	_	DMF	brut2	realtez_royauté	realtez_noun
7131	Verrue	verrue_verrue_propn	Verrue	NOMpro	_	BFM	regcrim1-cat	verrue_verrue	verrue_propn
7132	habiteie	habiteie_habiter_verb	habiter	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	habiteie_habiter	habiteie_verb
7133	geüne	geüne_jëuner_verb	jëuner	VERcjg	VerbForm=Fin	DECT	CharretteKu	geüne_jëuner	geüne_verb
7134	deliberacion	deliberacion_délibération_noun	délibération	NOMcom	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	deliberacion_délibération	deliberacion_noun
7135	demeniement	demeniement_demeinement_adv	demeinement	ADVgen	_	TL	cambps	demeniement_demeinement	demeniement_adv
7136	ploreir	ploreir_pleurer_verb	pleurer	VERinf	VerbForm=Inf	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	ploreir_pleurer	ploreir_verb
7137	pechiet	pechiet_pécher_verb	pécher	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	pechiet_pécher	pechiet_verb
7138	pechiet	pechiet_péché_noun	péché	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	pechiet_péché	pechiet_noun
7139	Criz	criz_chrsit_propn	Chrsit	NOMpro	_	DMF	SGenPr1	criz_chrsit	criz_propn
7140	Criz	criz_crist_propn	Crist	NOMpro	_	DECT	PercevalKu	criz_crist	criz_propn
7141	avisunkes	avisunkes_avisonques_adv	avisonques	ADVgen	_	TL	brut2	avisunkes_avisonques	avisunkes_adv
7142	obtint	obtint_obtenir_verb	obtenir	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	obtint_obtenir	obtint_verb
7143	parjurie	parjurie_parjure_noun	parjure	NOMcom	_	DMF	brut2	parjurie_parjure	parjurie_noun
7144	voullés	voullés_vouloir_verb	vouloir	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	voullés_vouloir	voullés_verb
7145	Lygiers	lygiers_ligier_propn	Ligier	NOMpro	_	DMF	brut2	lygiers_ligier	lygiers_propn
7146	metons	metons_metre_verb	metre	VERcjg	VerbForm=Fin	DECT	CligesKu	metons_metre	metons_verb
7147	metons	metons_mettre_verb	mettre	VERcjg	VerbForm=Fin	DMF	SBath1	metons_mettre	metons_verb
7148	mannent	mannent_mener_verb	mener	VERcjg	VerbForm=Fin	DMF	aucassin	mannent_mener	mannent_verb
7149	difficilles	difficilles_difficile_adj	difficile	ADJqua	_	no_source	Jouvencel1_manual-seg_pos_lem	difficilles_difficile	difficilles_adj
7150	Maubuege	maubuege_maubeuge_propn	Maubeuge	NOMpro	_	DMF	chartes_hain13	maubuege_maubeuge	maubuege_propn
7151	moerc	moerc_mourir_verb	mourir	VERcjg	VerbForm=Fin	DMF	roland	moerc_mourir	moerc_verb
7152	recercelés	recercelés_recerceler_verb	recerceler	VERppe	VerbForm=Part|Tense=Past	DMF	aucassin	recercelés_recerceler	recercelés_verb
7153	abbay	abbay_aboi_noun	aboi	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	abbay_aboi	abbay_noun
7154	sorpraingne	sorpraingne_sorprendre_verb	sorprendre	VERcjg	VerbForm=Fin	DECT	CligesKu	sorpraingne_sorprendre	sorpraingne_verb
7155	botelliers	botelliers_boteillier_noun	boteillier	NOMcom	_	DECT	ErecKu	botelliers_boteillier	botelliers_noun
7156	deist	deist_dire_verb	dire	VERcjg	VerbForm=Fin	DMF	regcrim1-cat, SEustPr1	deist_dire	deist_verb
7157	morteiz	morteiz_mortel_adj	mortel	ADJqua	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	morteiz_mortel	morteiz_adj
7158	Rothelin	rothelin_rothelin_propn	Rothelin	NOMpro	_	no_source	commyn1_manual_seg_lemm	rothelin_rothelin	rothelin_propn
7159	Devenesire	devenesire_devonshire_propn	Devonshire	NOMpro	_	DMF, no_source	brut2, DescrEngl_fixed.tsv	devenesire_devonshire	devenesire_propn
7160	maleüree	maleüree_malëuré_adj	malëuré	ADJqua	_	DECT	ErecKu, PercevalKu	maleüree_malëuré	maleüree_adj
7161	yceli	yceli_cil_det	cil	DETdem	PronType=Dem	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	yceli_cil	yceli_det
7162	maheigniez	maheigniez_mahaignier_verb	mahaignier	VERppe	VerbForm=Part|Tense=Past	DECT	PercevalKu	maheigniez_mahaignier	maheigniez_verb
7163	anrmes	anrmes_âme_noun	âme	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	anrmes_âme	anrmes_noun
7164	communication	communication_communication_noun	communication	NOMcom	_	no_source	commyn1_manual_seg_lemm	communication_communication	communication_noun
7165	menaven	menaven_mener_verb	mener	VERcjg	VerbForm=Fin	DMF	passion	menaven_mener	menaven_verb
7166	reçoivent	reçoivent_recevoir_verb	recevoir	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu, PercevalKu, YvainKu	reçoivent_recevoir	reçoivent_verb
7167	nués	nués_nuef_adj	nuef	ADJqua	_	DECT	ErecKu	nués_nuef	nués_adj
7168	doloreusement	doloreusement_douloureusement_adv	douloureusement	ADVgen	_	no_source	commyn1_manual_seg_lemm	doloreusement_douloureusement	doloreusement_adv
7169	Baltalt	baltalt_bathilde_propn	Bathilde	NOMpro	_	DMF	SBath1	baltalt_bathilde	baltalt_propn
7170	Genestroit	genestroit_genestroit_propn	Genestroit	NOMpro	_	DMF	chartes_hain13	genestroit_genestroit	genestroit_propn
7171	obeysse	obeysse_obéir_verb	obéir	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	obeysse_obéir	obeysse_verb
7172	devriens	devriens_devoir_verb	devoir	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu, PercevalKu	devriens_devoir	devriens_verb
7173	domoret	domoret_demourer_verb	demourer	VERcjg	VerbForm=Fin	DMF	AlexisRaM	domoret_demourer	domoret_verb
7174	sauroiz	sauroiz_savoir_verb	savoir	VERcjg	VerbForm=Fin	DMF	SGenPr1	sauroiz_savoir	sauroiz_verb
7175	remanbre	remanbre_remembrer_verb	remembrer	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu, ErecKu, PercevalKu	remanbre_remembrer	remanbre_verb
7176	appelled	appelled_appeler_verb	appeler	VERcjg	VerbForm=Fin	DMF	passion	appelled_appeler	appelled_verb
7177	rasanblé	rasanblé_rassembler_verb	rassembler	VERppe	VerbForm=Part|Tense=Past	DECT	ErecKu	rasanblé_rassembler	rasanblé_verb
7178	recuvrast	recuvrast_recouvrer_verb	recouvrer	VERcjg	VerbForm=Fin	DMF	roland	recuvrast_recouvrer	recuvrast_verb
7179	tropeiax	tropeiax_tropel_noun	tropel	NOMcom	_	DECT	ErecKu	tropeiax_tropel	tropeiax_noun
7180	esbaïrent	esbaïrent_esbäir_verb	esbäir	VERcjg	VerbForm=Fin	DECT	ErecKu	esbaïrent_esbäir	esbaïrent_verb
7181	saelet	saelet_sceller_verb	sceller	VERppe	VerbForm=Part|Tense=Past	DMF	chartes_hain13	saelet_sceller	saelet_verb
7182	voyages	voyages_voyage_noun	voyage	NOMcom	_	DMF	regcrim1-cat	voyages_voyage	voyages_noun
7183	enporterent	enporterent_emporter_verb	emporter	VERcjg	VerbForm=Fin	DMF	SGenPr1	enporterent_emporter	enporterent_verb
7184	Calkuli	calkuli_calkuli_propn	Calkuli	NOMpro	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	calkuli_calkuli	calkuli_propn
7185	pleisoit	pleisoit_plaire_verb	plaire	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu, ErecKu, PercevalKu, YvainKu	pleisoit_plaire	pleisoit_verb
7186	prinches	prinches_prince_noun	prince	NOMcom	_	DMF	SBath1	prinches_prince	prinches_noun
7187	·n	·n_en_adv	en	PROadv	_	DMF	slethgier	·n_en	·n_adv
7188	Olive	olive_olive_propn	Olive	NOMpro	_	DMF	regcrim1-cat	olive_olive	olive_propn
7189	atouche	atouche_attoucher_verb	attoucher	VERcjg	VerbForm=Fin	DMF	SGenPr1	atouche_attoucher	atouche_verb
7190	uoilhanz	uoilhanz_vouloir_verb	vouloir	VERppa	VerbForm=Part|Tense=Pres	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	uoilhanz_vouloir	uoilhanz_verb
7191	ocirai	ocirai_occire_verb	occire	VERcjg	VerbForm=Fin	DMF	aucassin, cambps, roland	ocirai_occire	ocirai_verb
7192	apeticherai	apeticherai_apetisser_verb	apetisser	VERcjg	VerbForm=Fin	DMF	SBath1	apeticherai_apetisser	apeticherai_verb
7193	Malines	malines_malines_propn	Malines	NOMpro	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	malines_malines	malines_propn
7194	ciutat	ciutat_cité_noun	cité	NOMcom	_	DMF	passion	ciutat_cité	ciutat_noun
7195	demeurèrent	demeurèrent_demeurer_verb	demeurer	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	demeurèrent_demeurer	demeurèrent_verb
7196	cunuisse	cunuisse_connaître_verb	connaître	VERcjg	VerbForm=Fin	DMF	brut2	cunuisse_connaître	cunuisse_verb
7197	purvocherai	purvocherai_provoquer_verb	provoquer	VERcjg	VerbForm=Fin	DMF	cambps	purvocherai_provoquer	purvocherai_verb
7198	mystere	mystere_mystère_noun	mystère	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	mystere_mystère	mystere_noun
7199	remetant	remetant_remetre_verb	remetre	VERppa	VerbForm=Part|Tense=Pres	DECT	PercevalKu	remetant_remetre	remetant_verb
7200	antailliez	antailliez_entaillier_verb	entaillier	VERppe	VerbForm=Part|Tense=Past	DECT	ErecKu	antailliez_entaillier	antailliez_verb
7201	Timercamp	timercamp_timercamp_propn	Timercamp	NOMpro	_	DMF	chartes_hain13	timercamp_timercamp	timercamp_propn
7202	tuer	tuer_tuer_verb	tuer	VERinf	VerbForm=Inf	DMF, no_source	brut2, commyn1_manual_seg_lemm, grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem, Jouvencel1_manual-seg_pos_lem, regcrim1-cat	tuer_tuer	tuer_verb
7203	tuer	tuer_tüer_verb	tüer	VERinf	VerbForm=Inf	DECT	CharretteKu, CligesKu, PercevalKu, YvainKu	tuer_tüer	tuer_verb
7204	saingniéz	saingniéz_signer_verb	signer	VERppe	VerbForm=Part|Tense=Past	DMF	SGenPr1	saingniéz_signer	saingniéz_verb
7205	Patras	patras_patras_propn	Patras	NOMpro	_	DMF	moree-cat	patras_patras	patras_propn
7206	haenges	haenges_haenge_noun	haenge	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	haenges_haenge	haenges_noun
7207	reconois	reconois_reconnaître_verb	reconnaître	VERcjg	VerbForm=Fin	DMF	roland, SEustPr1	reconois_reconnaître	reconois_verb
7208	uencuz	uencuz_vaincre_verb	vaincre	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	uencuz_vaincre	uencuz_verb
7209	convenra	convenra_convenir_verb	convenir	VERcjg	VerbForm=Fin	DMF	aucassin	convenra_convenir	convenra_verb
7210	convenra	convenra_covenir_verb	covenir	VERcjg	VerbForm=Fin	DECT	YvainKu	convenra_covenir	convenra_verb
7211	crendrai	crendrai_craindre_verb	craindre	VERcjg	VerbForm=Fin	DMF	cambps	crendrai_craindre	crendrai_verb
7212	promete	promete_prometre_verb	prometre	VERcjg	VerbForm=Fin	DECT	CharretteKu	promete_prometre	promete_verb
7213	ardrat	ardrat_ardre_verb	ardre	VERcjg	VerbForm=Fin	DMF	cambps	ardrat_ardre	ardrat_verb
7214	folye	folye_folie_noun	folie	NOMcom	_	no_source	commyn1_manual_seg_lemm	folye_folie	folye_noun
7215	closfichiee	closfichiee_clofichier_verb	clofichier	VERppe	VerbForm=Part|Tense=Past	DECT	CharretteKu	closfichiee_clofichier	closfichiee_verb
7216	porpointes	porpointes_porpoindre_verb	porpoindre	VERppe	VerbForm=Part|Tense=Past	DECT	ErecKu	porpointes_porpoindre	porpointes_verb
7217	ourer	ourer_orer_verb	orer	VERinf	VerbForm=Inf	DMF	SGenPr1	ourer_orer	ourer_verb
7218	pardist	pardist_perdre_verb	perdre	VERcjg	VerbForm=Fin	DMF	SBath1, SGenPr1	pardist_perdre	pardist_verb
7219	malveistié	malveistié_mauvaiseté_noun	mauvaiseté	NOMcom	_	DMF	brut2	malveistié_mauvaiseté	malveistié_noun
7220	mollement	mollement_mollement_adv	mollement	ADVgen	_	no_source	Jouvencel1_manual-seg_pos_lem	mollement_mollement	mollement_adv
7221	purvocherent	purvocherent_provoquer_verb	provoquer	VERcjg	VerbForm=Fin	DMF	cambps	purvocherent_provoquer	purvocherent_verb
7222	demenét	demenét_démener_verb	démener	VERppe	VerbForm=Part|Tense=Past	DMF	AlexisRaM	demenét_démener	demenét_verb
7223	.xlvii	.xlvii_quarante-sept_adj	quarante-sept	ADJcar	NumType=Card	DMF	chartes_hain13	.xlvii_quarante-sept	.xlvii_adj
7224	Rolland	rolland_roland_propn	Roland	NOMpro	_	no_source	Jouvencel1_manual-seg_pos_lem	rolland_roland	rolland_propn
7225	tenis	tenis_tenir_verb	tenir	VERcjg	VerbForm=Fin	DECT	ErecKu	tenis_tenir	tenis_verb
7226	saichiez	saichiez_savoir_verb	savoir	VERcjg	VerbForm=Fin	DECT	ErecKu, PercevalKu	saichiez_savoir	saichiez_verb
7227	sourde	sourde_sourd_adj	sourd	ADJqua	_	DMF	SGenPr1	sourde_sourd	sourde_adj
7228	sourde	sourde_sourd_noun	sourd	NOMcom	_	DMF	SGenPr1	sourde_sourd	sourde_noun
7229	mainsnez	mainsnez_moinsné_adj	moinsné	ADJqua	_	DECT	ErecKu	mainsnez_moinsné	mainsnez_adj
7230	chanpcheü	chanpcheü_champchëu_adj	champchëu	ADJqua	_	DECT	CharretteKu	chanpcheü_champchëu	chanpcheü_adj
7231	virtuz	virtuz_vertu_noun	vertu	NOMcom	_	DMF	passion	virtuz_vertu	virtuz_noun
7232	assailli	assailli_assalir_verb	assalir	VERppe	VerbForm=Part|Tense=Past	DECT	CligesKu	assailli_assalir	assailli_verb
7233	Caroduanz	caroduanz_cadoalant_propn	Cadoalant	NOMpro	_	DECT	ErecKu	caroduanz_cadoalant	caroduanz_propn
7234	personnaige	personnaige_personnage_noun	personnage	NOMcom	_	no_source	commyn1_manual_seg_lemm	personnaige_personnage	personnaige_noun
7235	antrelaz	antrelaz_entrelaz_noun	entrelaz	NOMcom	_	DECT	PercevalKu	antrelaz_entrelaz	antrelaz_noun
7236	sunat	sunat_sonner_verb	sonner	VERcjg	VerbForm=Fin	DMF	roland	sunat_sonner	sunat_verb
7237	tesmoniage	tesmoniage_témoignage_noun	témoignage	NOMcom	_	DMF	chartes_hain13	tesmoniage_témoignage	tesmoniage_noun
7238	Paleologo	paleologo_paléologue_propn	Paléologue	NOMpro	_	DMF	moree-cat	paleologo_paléologue	paleologo_propn
7239	anbuingnent	anbuingnent_embuignier_verb	embuignier	VERcjg	VerbForm=Fin	DECT	YvainKu	anbuingnent_embuignier	anbuingnent_verb
7240	desaffret	desaffret_dessafrer_verb	dessafrer	VERcjg	VerbForm=Fin	DMF	roland	desaffret_dessafrer	desaffret_verb
7241	maluais	maluais_mauvais_adj	mauvais	ADJqua	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	maluais_mauvais	maluais_adj
7242	gueite	gueite_gaitier_verb	gaitier	VERcjg	VerbForm=Fin	DECT	CharretteKu	gueite_gaitier	gueite_verb
7243	affichie	affichie_afficher_verb	afficher	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	affichie_afficher	affichie_verb
7244	consilhiers	consilhiers_conseiller_noun	conseiller	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	consilhiers_conseiller	consilhiers_noun
7245	argoit	argoit_ardre_verb	ardre	VERcjg	VerbForm=Fin	DMF	aucassin	argoit_ardre	argoit_verb
7246	Bochart	bochart_bouchart_propn	Bouchart	NOMpro	_	DMF	chartes_hain13	bochart_bouchart	bochart_propn
7247	Elfrid	elfrid_elfrid_propn	Elfrid	NOMpro	_	BFM	brut2	elfrid_elfrid	elfrid_propn
7248	douze	douze_douze_det	douze	DETcar	NumType=Card	no_source, DMF	commyn1_manual_seg_lemm, regcrim1-cat	douze_douze	douze_det
7249	establist	establist_établir_verb	établir	VERcjg	VerbForm=Fin	DMF	roland	establist_établir	establist_verb
7250	payéz	payéz_payer_verb	payer	VERppe	VerbForm=Part|Tense=Past	no_source	commyn1_manual_seg_lemm	payéz_payer	payéz_verb
7251	besonianz	besonianz_besogner_verb	besogner	VERppa	VerbForm=Part|Tense=Pres	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	besonianz_besogner	besonianz_verb
7252	entreveient	entreveient_entrevoir_verb	entrevoir	VERcjg	VerbForm=Fin	DMF	roland	entreveient_entrevoir	entreveient_verb
7253	Jesús	jesús_iesus_propn	Iesus	NOMpro	_	DMF	passion	jesús_iesus	jesús_propn
7254	ched	ched_choir_verb	choir	VERcjg	VerbForm=Fin	DMF	passion	ched_choir	ched_verb
7255	Hebraice	hebraice_hébreu_propn	Hébreu	NOMpro	_	DMF	passion	hebraice_hébreu	hebraice_propn
7256	Mery	mery_méry_propn	Méry	NOMpro	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	mery_méry	mery_propn
7257	vail	vail_valoir_verb	valoir	VERcjg	VerbForm=Fin	DECT	CligesKu	vail_valoir	vail_verb
7258	Maurum	maurum_maur_propn	Maur	NOMpro	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	maurum_maur	maurum_propn
7259	domini	domini_dominus_x	dominus	ETR	Foreign=Yes	DMF	chartes_hain13	domini_dominus	domini_x
7260	cuyde	cuyde_cuider_verb	cuider	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	cuyde_cuider	cuyde_verb
7261	ensengier	ensengier_enseigner_verb	enseigner	VERinf	VerbForm=Inf	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	ensengier_enseigner	ensengier_verb
7262	venredi	venredi_vendredi_noun	vendredi	NOMcom	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	venredi_vendredi	venredi_noun
7263	esjoïst	esjoïst_esjöir_verb	esjöir	VERcjg	VerbForm=Fin	DECT	CharretteKu, ErecKu	esjoïst_esjöir	esjoïst_verb
7264	guerirent	guerirent_guérir_verb	guérir	VERcjg	VerbForm=Fin	DMF	SGenPr1	guerirent_guérir	guerirent_verb
7265	tormentés	tormentés_tourmenter_verb	tourmenter	VERppe	VerbForm=Part|Tense=Past	DMF	SBath1	tormentés_tourmenter	tormentés_verb
7266	vaissiel	vaissiel_vaisseau_noun	vaisseau	NOMcom	_	DMF	moree-cat	vaissiel_vaisseau	vaissiel_noun
7267	Francisque	francisque_francisque_propn	Francisque	NOMpro	_	no_source	commyn1_manual_seg_lemm, Jouvencel1_manual-seg_pos_lem	francisque_francisque	francisque_propn
7268	ensaingnement	ensaingnement_enseignement_noun	enseignement	NOMcom	_	DMF	SGenPr1	ensaingnement_enseignement	ensaingnement_noun
7269	graeces	graeces_grâce_noun	grâce	NOMcom	_	DMF	cambps	graeces_grâce	graeces_noun
7270	Saint-andryeu	saint-andryeu_saint-andré_propn	Saint-andré	NOMpro	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	saint-andryeu_saint-andré	saint-andryeu_propn
7271	chanlant	chanlant_chaland_noun	chaland	NOMcom	_	DMF	SEustPr1	chanlant_chaland	chanlant_noun
7272	tradrai	tradrai_trahir_verb	trahir	VERcjg	VerbForm=Fin	DMF	passion	tradrai_trahir	tradrai_verb
7273	comandanz	comandanz_commander_verb	commander	VERppa	VerbForm=Part|Tense=Pres	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	comandanz_commander	comandanz_verb
