	prefixe	word	root	ofr_root_form	ofr_root_lemma	ofr_root_pos	lemma_def
1230	des	desonur	onur	onur	onur___99999__1	nc	honneur
1231	des	desordenees	ordenees	ordenees	ordenees___999999__1__1	v	désordonner
1232	des	desordonnance	ordonnance	ordonnance	ordonnance___99999__1	nc	désordonnance
1233	des	desordre	ordre	ordre	ordre___38238__1	nc	désordre
1234	des	desotrei	otrei	otrei	altrui___11673__1	nc	_
1235	des	despance	pance	pance	pance___38915__1	nc	dépense
1236	des	despartement	partement	partement	partement___39287__1	nc	département
1237	des	despartent	partent	partent	partendre___57240__1__1	v	départir
1238	des	desparti	parti	parti	parti___999999__1__1	v	départir
1239	des	despartit	partit	partit	partir___57243__1__1	v	départir
1240	des	despeça	peça	peça	pecier___57301__1__1	v	_
1241	des	despeceroit	peceroit	peceroit	pecier___57301__1__1	v	dépecer
1242	des	despechast	pechast	pechast	pechier___57300__1__1	v	dépecer
1243	des	despechast	pechast	pechast	pechier___57300__1__1	v	dépêcher
1244	des	despecié	pecié	pecié	pecier___57301__1__1	v	dépecer
1245	des	despeçoient	peçoient	peçoient	peçoiier___57394__1__1	v	dépecer
1246	des	despeeschier	peeschier	peeschier	peeschier___99999__1__1	v	dépêcher
1247	des	despeis	peis	peis	peiier___57304__1__1	v	_
1248	des	despence	pence	pence	pencer___57317__1__1	v	dépenser
1249	des	despendrë	pendrë	pendrë	pendrë___99999__1__1	v	dépendre
1250	des	despendrë	pendrë	pendrë	pendrë___99999__1__1	v	pendre
1251	des	despendue	pendue	pendue	pendue___999999__1__1	v	dépendre
1252	des	despendues	pendues	pendues	pendues___999999__1__1	v	dépendre
1253	des	despendut	pendut	pendut	pendut___999999__1__1	v	dépendre
1254	des	despesche	pesche	pesche	peschier___63869__1__1	v	dépêcher
1255	des	despices	pices	pices	pice___40183__1	nc	piche
1256	des	despices	pices	pices	pice___40183__1	nc	épice
1257	des	despices	pices	pices	pice___40183__1	nc	pièce
1258	des	despices	pices	pices	pice___40183__1	nc	despise
1259	des	despices	pices	pices	pice___40183__1	nc	dépit
1260	des	despices	pices	pices	pice___40183__1	nc	dépêche
1261	des	despiece	piece	piece	piece___40212__1	nc	dépièce
1262	des	despités	pités	pités	pité___40433__1	nc	_
1263	des	despitet	pitet	pitet	pitet___40435__1	nc	_
1264	des	despiteuse	piteuse	piteuse	piteus___5882__1	adj	dépiteux
1265	des	despiteux	piteux	piteux	piteux___999__1	adj	dépiteux
1266	des	despitiet	pitiet	pitiet	pitiet___99999__1	nc	pitié
1267	des	despitiez	pitiez	pitiez	pitiez___99999__1	nc	_
1268	des	desplaisans	plaisans	plaisans	plaire___57440__1__1	v	déplaire
1269	des	desplaisoit	plaisoit	plaisoit	plaire___57440__1__1	v	déplaire
1270	des	desplaisse	plaisse	plaisse	plaissier___57442__1__1	v	déplaire
1271	des	desplaist	plaist	plaist	plaissier___57442__1__1	v	déplaire
1272	des	desplait	plait	plait	plaiier___57438__1__1	v	déplaire
1273	des	desplee	plee	plee	plee___40595__1	nc	_
1274	des	desplese	plese	plese	plaire___57440__1__1	v	déplaire
1275	des	desplesir	plesir	plesir	plesir___57460__1__1	v	_
1276	des	desplest	plest	plest	plaire___57440__1__1	v	_
1277	des	despleu	pleu	pleu	pleu___999999__1__1	v	déplaire
1278	des	despleü	pleü	pleü	pleü___999999__1__1	v	déplaire
1279	des	despleurent	pleurent	pleurent	pleurer___57461__1__1	v	déplorer
1280	des	despleust	pleust	pleust	plaire___57440__1__1	v	déplaire
1281	des	despleüst	pleüst	pleüst	plaire___57440__1__1	v	_
1282	des	despleut	pleut	pleut	plaire___57440__1__1	v	déplaire
1283	des	desploiez	ploiez	ploiez	ploier___57469__1__1	v	_
1284	des	desplot	plot	plot	plaire___57440__1__1	v	_
1285	des	desplout	plout	plout	plaire___57440__1__1	v	déplaire
1286	des	desplut	plut	plut	plaire___57440__1__1	v	déplaire
1287	des	despoire	poire	poire	poire___75328__1__1	v	_
1288	des	despollent	pollent	pollent	pollent___5996__1	adj	_
1289	des	despont	pont	pont	pont___41067__1	nc	_
1290	des	desportee	portee	portee	portee___999999__1__1	v	déporter
1291	des	despoté	poté	poté	poter___88113__1__1	v	_
1292	des	despourveu	pourveu	pourveu	pourveu___999999__1__1	v	dépourvoir
1293	des	despourveu	pourveu	pourveu	pourveu___999999__1__1	v	desporvoir
1294	des	desprisé	prisé	prisé	priser___57704__2__1	v	dépriser
1295	des	despriser	priser	priser	priser___57704__2__1	v	dépriser
1296	des	despuis	puis	puis	se pöoir___57821__2	v	_
1297	des	despuys	puys	puys	puis___9309__1	adv	_
1298	des	desquelles	quelles	quelles	quel___6278__1	adj	_
1299	des	desquelx	quelx	quelx	quel___6278__1	adj	_
1300	des	desquelz	quelz	quelz	quel___6278__1	adj	_
1301	des	desqueus	queus	queus	queu___42431__1	nc	_
1302	des	desquiex	quiex	quiex	quel___6278__1	adj	_
1303	des	desraisonnable	raisonnable	raisonnable	raisonnable___999__1	adj	déraisonnable
1304	des	desraisonnables	raisonnables	raisonnables	raisonnables___999__1	adj	déraisonnable
1305	des	desriés	riés	riés	riés___44220__1	nc	derrière
1306	des	desriés	riés	riés	riés___44220__1	nc	ries
1307	des	desrompant	rompant	rompant	rompant___999999__1__1	v	dérompre
1308	des	desrompu	rompu	rompu	rompu___999999__1__1	v	dérompre
1309	des	desroy	roy	roy	roy___44668__1	nc	desroi
1310	des	desrute	rute	rute	rute___44772__1	nc	_
1311	des	dessaisie	saisie	saisie	saisie___999999__1__1	v	dessaisir
1312	des	dessceu	sceu	sceu	sceu___999999__1__1	v	dessavoir
1313	des	dessemblanz	semblanz	semblanz	semblanz___999999__1__1	v	dessembler
1314	des	dessemblanz	semblanz	semblanz	semblanz___999999__1__1	v	sembler
1315	des	dessemblanz	semblanz	semblanz	semblanz___999999__1__1	v	dissembler
1316	des	dessemblanz	semblanz	semblanz	semblanz___999999__1__1	v	dessevrer
1317	des	desservie	servie	servie	servie___999999__1__1	v	_
1318	des	desservit	servit	servit	servit___999999__1__1	v	desservir
1319	des	desservy	servy	servy	servy___999999__1__1	v	desservir
1320	des	desset	set	set	seer___59517__1__1	v	dire
1321	des	desset	set	set	seer___59517__1__1	v	dessier
1322	des	desset	set	set	seer___59517__1__1	v	savoir
1323	des	desset	set	set	seer___59517__1__1	v	seoir
1324	des	desset	set	set	seer___59517__1__1	v	desservir
1325	des	desset	set	set	seer___59517__1__1	v	decer
1326	des	desset	set	set	seer___59517__1__1	v	desserrer
1327	des	desset	set	set	seer___59517__1__1	v	dessavoir
1328	des	desset	set	set	seer___59517__1__1	v	décevoir
1329	des	desset	set	set	seer___59517__1__1	v	descendre
1330	des	desset	set	set	seer___59517__1__1	v	tisser
1331	des	desset	set	set	seer___59517__1__1	v	tasser
1332	des	desset	set	set	seer___59517__1__1	v	dausser
1333	des	dessire	sire	sire	seigneur___45530__1	nc	_
1334	des	dessusdits	susdits	susdits	susdit___7196__1	adj	_
1335	des	destaint	taint	taint	taint___999999__1__1	v	_
1336	des	destot	tot	tot	tot___49426__1	nc	_
1337	des	destour	tour	tour	tour___49473__1	nc	détour
1338	des	destour	tour	tour	tour___49473__1	nc	destour
1339	des	destourbe	tourbe	tourbe	tourbe___49474__1	nc	détourbe
1340	des	destourbier	tourbier	tourbier	tourbier___49478__1	nc	détourbier
1341	des	destourne	tourne	tourne	tourne___49500__1	nc	_
1342	des	destranpre	tranpre	tranpre	tranprer___60220__1__1	v	_
1343	des	destrés	trés	trés	très___9606__1	adv	_
1344	des	destrousse	trousse	trousse	trousse___50781__1	nc	détrousse
1345	des	destrui	trui	trui	trover___60371__1__2	v	détruire
1346	des	destruisent	truisent	truisent	trover___60371__1__2	v	détruire
1347	des	destruist	truist	truist	trover___60371__1__4	v	_
1348	des	desuis	uis	uis	uis___99999__1	nc	dessus
1349	des	desvaler	valer	valer	valer___60432__1__1	v	dévaler
1350	des	desvesti	vesti	vesti	vestir___60512__1__1	v	dévêtir
1351	des	desvestu	vestu	vestu	vestir___60512__1__1	v	_
1352	des	desvoye	voye	voye	veoir___60471__1__1	v	dévier
1353	des	desvoye	voye	voye	veoir___60471__1__1	v	dévoyer
1354	des	desvoyez	voyez	voyez	veoir___60471__1__1	v	dévoyer
1355	em	emaus	aus	aus	aler___747384__1__3	v	_
1356	em	embas	bas	bas	basser___748435__1__1	v	embattre
1357	em	embatuz	batuz	batuz	batuz___999999__1__1	v	embattre
1358	em	emblad	blad	blad	blader___748577__1__1	v	embler
1359	em	emblad	blad	blad	blader___748577__1__1	v	ambler
1360	em	embrassa	brassa	brassa	brasser___748784__1__1	v	embrasser
1361	em	embuche	buche	buche	buche___14480__1	nc	embûche
1362	em	emeris	eris	eris	eris___21889__1	nc	émeri
1363	em	emfant	fant	fant	fer___69436__1__1	v	_
1364	em	emfer	fer	fer	fer___24346__1	nc	enfer
1365	em	emfer	fer	fer	fer___24346__1	nc	enfant
1366	em	emflambe	flambe	flambe	flamber___754673__1__1	v	enflamber
1367	em	empainst	painst	painst	paindre___757033__1__1	v	empeindre
1368	em	empansé	pansé	pansé	panser___757063__1__1	v	empenser
1369	em	emparlee	parlee	parlee	parlee___999999__1__1	v	emparler
1370	em	empeche	peche	peche	pechier___57300__1__1	v	empêcher
1371	em	empeeschier	peeschier	peeschier	peeschier___99999__1__1	v	empêcher
1372	em	emperiz	periz	periz	periz___999999__1__1	v	emperir
1373	em	emperiz	periz	periz	periz___999999__1__1	v	emprendre
1374	em	emperiz	periz	periz	periz___999999__1__1	v	emparer
1375	em	emperiz	periz	periz	periz___999999__1__1	v	emperer
1376	em	emperiz	periz	periz	periz___999999__1__1	v	emprier
1377	em	emperiz	periz	periz	periz___999999__1__1	v	empeurir
1378	em	emperrie	perrie	perrie	perrie___39960__1	nc	empire
1379	em	emperrie	perrie	perrie	perrie___39960__1	nc	empereris
1380	em	empesche	pesche	pesche	peschier___63869__1__1	v	empêcher
1381	em	empeschent	peschent	peschent	peschier___63869__1__1	v	empêcher
1382	em	empeschié	peschié	peschié	peschier___63869__1__1	v	empêcher
1383	em	empeschiez	peschiez	peschiez	peschier___63869__1__1	v	empêcher
1384	em	empeschoit	peschoit	peschoit	peschier___63869__1__1	v	empêcher
1385	em	empiere	piere	piere	piere___40223__1	nc	empire
1386	em	empliz	pliz	pliz	pliz___40672__1	nc	_
1387	em	empoigne	poigne	poigne	poigne___40843__1	nc	_
1388	em	empoles	poles	poles	pole___40987__1	nc	ampoule
1389	em	emprengne	prengne	prengne	prendre___57670__1__1	v	emprendre
1390	em	empri	pri	pri	proiier___57726__1__1	v	emprier
1391	em	emprie	prie	prie	priier___57699__1__1	v	emprier
1392	em	emprins	prins	prins	prins___999999__1__1	v	emprendre
1393	em	emprisent	prisent	prisent	prisier___57705__2__1	v	_
1394	em	empristrent	pristrent	pristrent	prendre___57670__1__1	v	emprendre
1395	en	enanglés	anglés	anglés	anglé___617__1	adj	_
1396	en	enant	ant	ant	anter___79600__1__1	v	enhaner
1397	en	enant	ant	ant	anter___79600__1__1	v	henner
1398	en	enant	ant	ant	anter___79600__1__1	v	aner
1399	en	enant	ant	ant	anter___79600__1__1	v	hennir
1400	en	enant	ant	ant	anter___79600__1__1	v	enoindre
1401	en	enbare	bare	bare	bare___13268__1	nc	_
1402	en	enbat	bat	bat	batre___748451__1__1	v	_
1403	en	enbati	bati	bati	batre___748451__1__1	v	_
1404	en	enbatirent	batirent	batirent	batre___748451__1__1	v	_
1405	en	enbelir	belir	belir	belir___748496__1__1	v	embellir
1406	en	enbelle	belle	belle	belet___881__1	adj	imbelle
1407	en	enbelle	belle	belle	belet___881__1	adj	annuel
1408	en	enble	ble	ble	ble___13779__1	nc	amble
1409	en	enbraça	braça	braça	bracier___80086__1__1	v	_
1410	en	enbracier	bracier	bracier	bracier___80086__1__1	v	embrasser
1411	en	enbrasse	brasse	brasse	brasser___748784__1__1	v	embrasser
1412	en	enbrast	brast	brast	brasser___748784__1__1	v	honorer
1413	en	enbraz	braz	braz	bracier___80086__1__1	v	embroier
1414	en	encache	cache	cache	cachier___748962__1__1	v	enchasser
1415	en	enchacerent	chacerent	chacerent	chacer___749182__1__1	v	enchasser
1416	en	enchacerent	chacerent	chacerent	chacer___749182__1__1	v	enchaucier
1417	en	enchacerent	chacerent	chacerent	chacer___749182__1__1	v	enchâsser
1418	en	enchacerent	chacerent	chacerent	chacer___749182__1__1	v	encasser
1419	en	enchacerent	chacerent	chacerent	chacer___749182__1__1	v	ensacher
1420	en	enchacerent	chacerent	chacerent	chacer___749182__1__1	v	engager
1421	en	enchacerent	chacerent	chacerent	chacer___749182__1__1	v	agacer
1422	en	enchaï	chaï	chaï	chaï___999999__1__1	v	_
1423	en	enchasast	chasast	chasast	chasier___749286__1__1	v	enchâsser
1424	en	enchiet	chiet	chiet	chaloir___749203__2__1	v	enchoir
1425	en	encles	cles	cles	clef___16284__1	nc	encre
1426	en	encles	cles	cles	clef___16284__1	nc	enclos
1427	en	encles	cles	cles	clef___16284__1	nc	anglais
1428	en	encles	cles	cles	clef___16284__1	nc	angle
1429	en	encles	cles	cles	clef___16284__1	nc	ange
1430	en	encles	cles	cles	clef___16284__1	nc	anglet
1431	en	enclinet	clinet	clinet	clinet___999999__1__1	v	_
1432	en	enclous	clous	clous	clouer___749539__1__1	v	enclore
1433	en	encloyst	cloyst	cloyst	cloyser___749545__1__1	v	enclore
1434	en	encomança	comança	comança	comencier___749659__1__1	v	_
1435	en	encommencé	commencé	commencé	commencer___749667__1__1	v	encommencer
1436	en	encommencier	commencier	commencier	commencier___749669__1__1	v	_
1437	en	enconbré	conbré	conbré	conbrer___749738__1__1	v	encombrer
1438	en	enconne	conne	conne	conner___749861__1__1	v	encoigner
1439	en	enconne	conne	conne	conner___749861__1__1	v	entonner
1440	en	enconter	conter	conter	conter___749942__1__1	v	encouter
1441	en	enconter	conter	conter	conter___749942__1__1	v	encompter
1442	en	enconter	conter	conter	conter___749942__1__1	v	enchanter
1443	en	enconter	conter	conter	conter___749942__1__1	v	incanter
1444	en	enconter	conter	conter	conter___749942__1__1	v	enganter
1445	en	encoulper	coulper	coulper	coulper___750222__1__1	v	encoulper
1446	en	encourent	courent	courent	courer___80841__1__1	v	encourir
1447	en	encourir	courir	courir	courir___750244__1__1	v	encourir
1448	en	encourre	courre	courre	courre___750249__1__1	v	encourir
1449	en	encourt	court	court	courer___80841__1__1	v	encourir
1450	en	encoy	coy	coy	coyer___750303__1__1	v	_
1451	en	encrei	crei	crei	croire___750421__1__5	v	ancrer
1452	en	encrement	crement	crement	cremer___750356__1__1	v	_
1453	en	encroisse	croisse	croisse	croissir___750428__1__1	v	encroître
1454	en	encuevre	cuevre	cuevre	cuevre___18429__1	nc	cuivre
1455	en	encuevre	cuevre	cuevre	cuevre___18429__1	nc	cuevre
1456	en	encunteras	cunteras	cunteras	cunter___750539__1__1	v	encontrer
1457	en	encuntrester	cuntrester	cuntrester	cuntrester___99999__1__1	v	encontrestre
1458	en	endedens	dedens	dedens	dedenz___8313__1	adv	_
1459	en	endemayn	demayn	demayn	demain___8329__1	adv	_
1460	en	endemein	demein	demein	demain___8329__1	adv	_
1461	en	endemeyn	demeyn	demeyn	demain___8329__1	adv	_
1462	en	endevant	devant	devant	devoir___751944__1__1	v	_
1463	en	endurees	durees	durees	duree___20585__1	nc	_
1464	en	enduret	duret	duret	duret___2235__1	adj	_
1465	en	eneur	eur	eur	eur___23691__1	nc	auneur
1466	en	eneur	eur	eur	eur___23691__1	nc	honneur
1467	en	eneur	eur	eur	eur___23691__1	nc	haineur
1468	en	eneur	eur	eur	eur___23691__1	nc	heur
1469	en	eneur	eur	eur	eur___23691__1	nc	or
1470	en	eneur	eur	eur	eur___23691__1	nc	enjeu
1471	en	eneur	eur	eur	eur___23691__1	nc	enjour
1472	en	eneur	eur	eur	eur___23691__1	nc	anneau
1473	en	eneur	eur	eur	eur___23691__1	nc	haineux
1474	en	eneur	eur	eur	eur___23691__1	nc	oeuvre
1475	en	enfan	fan	fan	faner___754549__1__1	v	_
1476	en	enfens	fens	fens	fener___754606__1__1	v	_
1477	en	enfertez	fertez	fertez	ferter___754621__1__1	v	enfreter
1478	en	enflans	flans	flans	flan___24812__1	nc	_
1479	en	enflet	flet	flet	flet___24892__1	nc	_
1480	en	enfoirent	foirent	foirent	foirier___62358__1__1	v	_
1481	en	enfoiz	foiz	foiz	fer___69436__1__1	v	enfouir
1482	en	enfoiz	foiz	foiz	fer___69436__1__1	v	enfoirer
1483	en	enfoïz	foïz	foïz	foïz___999999__1__1	v	enfouir
1484	en	enforcis	forcis	forcis	forcif___3189__1	adj	_
1485	en	enfouir	fouir	fouir	fouir___754872__1__1	v	enfouir
1486	en	enfouir	fouir	fouir	fouir___754872__1__1	v	enfuir
1487	en	enfouyr	fouyr	fouyr	fouyr___99999__1__1	v	enfuir
1488	en	enfoye	foye	foye	foye___25525__1	nc	_
1489	en	enfrait	frait	frait	frait___999999__1__1	v	enfreindre
1490	en	enfrait	frait	frait	frait___999999__1__1	v	enferrer
1491	en	enfui	fui	fui	fui___999999__1__1	v	_
1492	en	enfuie	fuie	fuie	fuie___999999__1__1	v	enfuir
1493	en	enfuient	fuient	fuient	fuir___754976__1__1	v	enfuir
1494	en	enfuirent	fuirent	fuirent	fuir___754976__1__1	v	enfuir
1495	en	enfuist	fuist	fuist	fuir___754976__1__1	v	enfuir
1496	en	enfuit	fuit	fuit	fuiter___754979__1__1	v	enfuir
1497	en	enfuït	fuït	fuït	fuït___999999__1__1	v	enfuir
1498	en	enfuy	fuy	fuy	fuy___999999__1__1	v	enfuir
1499	en	engeinz	geinz	geinz	geindre___755170__1__1	v	enceindre
1500	en	engeinz	geinz	geinz	geindre___755170__1__1	v	engendrer
1501	en	engeinz	geinz	geinz	geindre___755170__1__1	v	engaigner
1502	en	engrans	grans	grans	gran___27231__1	nc	_
1503	en	engrez	grez	grez	greter___755493__1__1	v	_
1504	en	enhardist	hardist	hardist	hardir___755768__1__1	v	enhardir
1505	en	enhaucer	haucer	haucer	haucer___755810__1__1	v	enhausser
1506	en	enhaucer	haucer	haucer	haucer___755810__1__1	v	exhausser
1507	en	enhel	hel	hel	heler___755834__1__1	v	enhaïr
1508	en	enhel	hel	hel	heler___755834__1__1	v	anheler
1509	en	eniverai	iverai	iverai	iver___62895__1__1	v	_
1510	en	enlaçassent	laçassent	laçassent	lacier___756165__1__1	v	enlacer
1511	en	enlace	lace	lace	lacier___756165__1__1	v	enlacer
1512	en	enlaçoit	laçoit	laçoit	lacier___756165__1__1	v	enlacer
1513	en	enlasse	lasse	lasse	lasser___756210__1__1	v	enlacer
1514	en	enmez	mez	mez	metre___34278__1	nc	_
1515	en	enmoine	moine	moine	moine___34923__1	nc	_
1516	en	enmuree	muree	muree	muree___999999__1__1	v	_
1517	en	enmys	mys	mys	mys___999999__1__1	v	emmettre
1518	en	enmys	mys	mys	mys___999999__1__1	v	émettre
1519	en	ennemie	nemie	nemie	nemie___36604__1	nc	ennemi
1520	en	ennoia	noia	noia	noiier___86775__1__1	v	ennuyer
1521	en	ennoians	noians	noians	nïent___9029__1	adv	_
1522	en	ennoie	noie	noie	nuer___756837__1__1	v	ennuyer
1523	en	ennors	nors	nors	norer___86810__1__1	v	_
1524	en	ennorte	norte	norte	nort___37268__1	nc	_
1525	en	ennuie	nuie	nuie	nuie___99999__1	nc	ennuie
1526	en	ennuis	nuis	nuis	nuis___99999__1	nc	ennui
1527	en	enoevre	oevre	oevre	ovrer___757015__1__1	v	enoeuvrer
1528	en	enoevre	oevre	oevre	ovrer___757015__1__1	v	enivrer
1529	en	enpeinst	peinst	peinst	peindre___63821__1__1	v	_
1530	en	enpeint	peint	peint	peintier___57306__1__1	v	_
1531	en	enpenet	penet	penet	penet___39776__1	nc	_
1532	en	enpensé	pensé	pensé	pensé___999999__1__1	v	empenser
1533	en	enploie	ploie	ploie	ploiier___57471__1__1	v	_
1534	en	enpoirier	poirier	poirier	poirier___40910__1	nc	emperier
1535	en	enpoirier	poirier	poirier	poirier___40910__1	nc	empareur
1536	en	enpoirier	poirier	poirier	poirier___40910__1	nc	empereur
1537	en	enpor	por	por	por___41123__1	nc	_
1538	en	enport	port	port	porter___57603__1__1	v	emporter
1539	en	enporta	porta	porta	porter___57603__1__1	v	_
1540	en	enporte	porte	porte	porter___57603__1__1	v	emporter
1541	en	enportent	portent	portent	porter___57603__1__1	v	emporter
1542	en	enporterent	porterent	porterent	porter___57603__1__1	v	_
1543	en	enporteroie	porteroie	porteroie	porter___57603__1__1	v	emporter
1544	en	enporteroient	porteroient	porteroient	porter___57603__1__1	v	emporter
1545	en	enporteront	porteront	porteront	porter___57603__1__1	v	emporter
