	prefixe	word	root	ofr_root_form	ofr_root_lemma	ofr_root_pos	lemma_def
801	de	defet	fet	fet	fere___754611__1__4	v	défaire
802	de	defet	fet	fet	fere___754611__1__4	v	défier
803	de	defet	fet	fet	fere___754611__1__4	v	faire
804	de	defet	fet	fet	fere___754611__1__4	v	déferrer
805	de	defet	fet	fet	fere___754611__1__4	v	déférer
806	de	defet	fet	fet	fere___754611__1__4	v	défendre
807	de	defet	fet	fet	fere___754611__1__4	v	tifer
808	de	defiance	fiance	fiance	fiancer___754637__1__1	v	_
809	de	defineir	fineir	fineir	fineir___754654__1__1	v	définer
810	de	defolees	folees	folees	folee___25095__1	nc	_
811	de	deforcent	forcent	forcent	forcier___62398__1__1	v	_
812	de	defoule	foule	foule	fouler___754874__1__1	v	défouler
813	de	defouler	fouler	fouler	fouler___754874__1__1	v	défouler
814	de	defoulerent	foulerent	foulerent	fouler___754874__1__1	v	défouler
815	de	defoules	foules	foules	fouler___754874__1__1	v	défouler
816	de	defulent	fulent	fulent	fuler___754981__1__1	v	_
817	de	defulerai	fulerai	fulerai	fuler___754981__1__1	v	défouler
818	de	defulerai	fulerai	fulerai	fuler___754981__1__1	v	desfubler
819	de	degeler	geler	geler	geler___755174__1__1	v	dégeler
820	de	degelera	gelera	gelera	geler___755174__1__1	v	dégeler
821	de	degetee	getee	getee	getee___999999__1__1	v	déjeter
822	de	degouta	gouta	gouta	gouter___755389__1__1	v	dégoutter
823	de	degoutant	goutant	goutant	gouter___755389__1__1	v	dégoutter
824	de	degoute	goute	goute	gouter___755389__1__1	v	dégoutter
825	de	degoutent	goutent	goutent	gouter___755389__1__1	v	dégoutter
826	de	degoutoit	goutoit	goutoit	goutoier___755390__1__1	v	dégoutter
827	de	degred	gred	gred	gré___27317__1	nc	degré
828	de	degred	gred	gred	gré___27317__1	nc	gré
829	de	degred	gred	gred	gré___27317__1	nc	décret
830	de	degree	gree	gree	gree___27334__1	nc	_
831	de	degrees	grees	grees	gree___27334__1	nc	_
832	de	degroces	groces	groces	grocer___755529__1__1	v	_
833	de	deguasterent	guasterent	guasterent	guaster___755607__1__1	v	dégâter
834	de	deguasterent	guasterent	guasterent	guaster___755607__1__1	v	gâter
835	de	dehonnestement	honnestement	honnestement	onestement___9076__1	adv	déshonnêtement
836	de	dehonnestement	honnestement	honnestement	onestement___9076__1	adv	honnêtement
837	de	dehues	hues	hues	hues___28656__1	nc	_
838	de	deignot	ignot	ignot	ignot___3841__1	adj	_
839	de	deissent	issent	issent	issir___756069__1__1	v	_
840	de	deist	ist	ist	estre___999999__1__1	v	_
841	de	dejugent	jugent	jugent	jugier___756138__1__1	v	déjuger
842	de	dejunerons	junerons	junerons	juner___756140__1__1	v	déjeuner
843	de	dejunerons	junerons	junerons	juner___756140__1__1	v	dégainer
844	de	delaissé	laissé	laissé	laisser___756180__1__1	v	délaisser
845	de	delaisser	laisser	laisser	laisser___756180__1__1	v	délaisser
846	de	delaiz	laiz	laiz	laitier___62983__1__1	v	_
847	de	delees	lees	lees	lee___30331__1	nc	_
848	de	delesse	lesse	lesse	lessier___756239__1__1	v	délaisser
849	de	delessé	lessé	lessé	lesser___756238__1__1	v	délaisser
850	de	delessent	lessent	lessent	lessier___756239__1__1	v	délaisser
851	de	delesser	lesser	lesser	lesser___756238__1__1	v	délaisser
852	de	delesserent	lesserent	lesserent	lesser___756238__1__1	v	délaisser
853	de	delist	list	list	lister___756263__1__1	v	delir
854	de	delist	list	list	lister___756263__1__1	v	déliter
855	de	delist	list	list	lister___756263__1__1	v	lire
856	de	delist	list	list	lister___756263__1__1	v	loisir
857	de	delist	list	list	lister___756263__1__1	v	délimer
858	de	delist	list	list	lister___756263__1__1	v	deslister
859	de	deliverassent	liverassent	liverassent	liverer___756267__1__1	v	délivrer
860	de	deliverassent	liverassent	liverassent	liverer___756267__1__1	v	délibérer
861	de	deliverast	liverast	liverast	liverer___756267__1__1	v	délivrer
862	de	deliverast	liverast	liverast	liverer___756267__1__1	v	délibérer
863	de	deloy	loy	loy	loi___30900__1	nc	délai
864	de	demainne	mainne	mainne	mener___756516__1__1	v	demaine
865	de	demainne	mainne	mainne	mener___756516__1__1	v	démener
866	de	demainnent	mainnent	mainnent	mener___756516__1__1	v	_
867	de	demaint	maint	maint	maindre___756351__1__1	v	_
868	de	demandat	mandat	mandat	mandat___32148__1	nc	_
869	de	demandés	mandés	mandés	mandé___32151__1	nc	_
870	de	demandet	mandet	mandet	mandet___999999__1__1	v	_
871	de	demei	mei	mei	mien___192__1	adj	demi
872	de	demeint	meint	meint	manoiier___86106__1__1	v	_
873	de	demender	mender	mender	mender___33513__1	nc	_
874	de	demerites	merites	merites	meriter___756541__1__1	v	_
875	de	demerra	merra	merra	merrer___86330__1__1	v	démérir
876	de	demerra	merra	merra	merrer___86330__1__1	v	démener
877	de	demerra	merra	merra	merrer___86330__1__1	v	démarrer
878	de	demerra	merra	merra	merrer___86330__1__1	v	demeurer
879	de	demerra	merra	merra	merrer___86330__1__1	v	mener
880	de	demerra	merra	merra	merrer___86330__1__1	v	dîmer
881	de	demerra	merra	merra	merrer___86330__1__1	v	devoir
882	de	demestre	mestre	mestre	mestre___34219__1	nc	_
883	de	demesurees	mesurees	mesurees	mesuree___34229__1	nc	_
884	de	demince	mince	mince	mince___34525__1	nc	_
885	de	demolition	molition	molition	molition___35099__1	nc	démolition
886	de	demon	mon	mon	mon___35162__1	nc	démon
887	de	demontee	montee	montee	montee___999999__1__1	v	démonter
888	de	demonteez	monteez	monteez	monteez___999999__1__1	v	démonter
889	de	demorés	morés	morés	moré___35439__1	nc	_
890	de	demoret	moret	moret	moret___35460__1	nc	_
891	de	demorrai	morrai	morrai	morir___756701__1__1	v	demeurer
892	de	demustret	mustret	mustret	mustret___999999__1__1	v	démontrer
893	de	demustret	mustret	mustret	mustret___999999__1__1	v	montrer
894	de	denat	nat	nat	nater___763477__1__1	v	_
895	de	denes	nes	nes	nes___999999__1__1	v	donner
896	de	denoier	noier	noier	noier___73843__1__1	v	dénier
897	de	denoier	noier	noier	noier___73843__1__1	v	donner
898	de	denonci	nonci	nonci	nonciier___756821__1__1	v	dénoncer
899	de	denuncer	nuncer	nuncer	nuncer___756843__1__1	v	dénoncer
900	de	depandent	pandent	pandent	pandre___757057__1__1	v	_
901	de	departe	parte	parte	partir___57243__1__1	v	_
902	de	departira	partira	partira	partir___57243__1__1	v	_
903	de	departy	party	party	party___999999__1__1	v	départir
904	de	deparz	parz	parz	parz___99999__1	nc	_
905	de	depercent	percent	percent	percier___57342__1__1	v	dépercer
906	de	depiece	piece	piece	piece___40212__1	nc	_
907	de	deplaisance	plaisance	plaisance	plaisance___40501__1	nc	déplaisance
908	de	depors	pors	pors	por___41123__1	nc	déport
909	de	depreiement	preiement	preiement	preiement___41614__1	nc	dépriement
910	de	depreier	preier	preier	preier___57662__1__1	v	dépréer
911	de	depreint	preint	preint	preindre___57663__1__1	v	déprier
912	de	depreint	preint	preint	preindre___57663__1__1	v	preindre
913	de	depreint	preint	preint	preindre___57663__1__1	v	épreindre
914	de	depreint	preint	preint	preindre___57663__1__1	v	déprendre
915	de	depreint	preint	preint	preindre___57663__1__1	v	dépréer
916	de	deprés	prés	prés	pré___41549__1	nc	pré
917	de	deprés	prés	prés	pré___41549__1	nc	prêt
918	de	deprés	prés	prés	pré___41549__1	nc	dépris
919	de	depuiz	puiz	puiz	puiz___42267__1	nc	_
920	de	depus	pus	pus	se pöoir___57821__2	v	_
921	de	depuys	puys	puys	puis___9309__1	adv	_
922	de	dequit	quit	quit	quiter___57841__1__1	v	déquérir
923	de	dequit	quit	quit	quiter___57841__1__1	v	cuider
924	de	dequit	quit	quit	quiter___57841__1__1	v	cuire
925	de	dequit	quit	quit	quiter___57841__1__1	v	quitter
926	de	dequit	quit	quit	quiter___57841__1__1	v	quérir
927	de	dequit	quit	quit	quiter___57841__1__1	v	decuire
928	de	dequit	quit	quit	quiter___57841__1__1	v	décevoir
929	de	dequit	quit	quit	quiter___57841__1__1	v	déchirer
930	de	deraines	raines	raines	rainer___57962__1__1	v	_
931	de	derei	rei	rei	rei___43348__1	nc	desroi
932	de	derei	rei	rei	rei___43348__1	nc	roi
933	de	derei	rei	rei	rei___43348__1	nc	durée
934	de	derei	rei	rei	rei___43348__1	nc	droit
935	de	derei	rei	rei	rei___43348__1	nc	doigt
936	de	derer	rer	rer	rer___6497__1	adj	_
937	de	deroi	roi	roi	roiier___64398__1__1	v	_
938	de	derompus	rompus	rompus	rompus___999999__1__1	v	dérompre
939	de	derompuz	rompuz	rompuz	rompuz___999999__1__1	v	dérompre
940	de	deront	ront	ront	ronder___89223__1__1	v	_
941	de	deroutes	routes	routes	route___44655__1	nc	déroute
942	de	desceu	sceu	sceu	sceu___999999__1__1	v	décevoir
943	de	desceu	sceu	sceu	sceu___999999__1__1	v	dessavoir
944	de	deseparez	separez	separez	separer___59562__1__1	v	desséparer
945	de	deseparez	separez	separez	separer___59562__1__1	v	séparer
946	de	deser	ser	ser	serer___77318__1__1	v	_
947	de	deservy	servy	servy	servy___999999__1__1	v	desservir
948	de	deseverer	severer	severer	severer___59587__1__1	v	dessevrer
949	de	desevret	sevret	sevret	sevret___999999__1__1	v	_
950	de	desola	sola	sola	soler___77616__1__1	v	désoler
951	de	desolez	solez	solez	soler___77616__1__1	v	désoler
952	de	desordre	sordre	sordre	sordre___59735__1__1	v	_
953	de	desuis	suis	suis	estre___999999__1__1	v	_
954	de	detenant	tenant	tenant	tener___90345__1__1	v	détenir
955	de	detenist	tenist	tenist	tenir___60089__3__1	v	détenir
956	de	detenist	tenist	tenist	tenir___60089__3__1	v	tenir
957	de	detenoie	tenoie	tenoie	tener___90345__1__1	v	_
958	de	detenoit	tenoit	tenoit	tener___90345__1__1	v	détenir
959	de	detenu	tenu	tenu	tenu___999999__1__1	v	_
960	de	detenus	tenus	tenus	tenus___999999__1__1	v	détenir
961	de	deteres	teres	teres	teres___99999__1	nc	_
962	de	detestoies	testoies	testoies	tester___60124__1__1	v	détester
963	de	detiegne	tiegne	tiegne	tenir___60089__3__1	v	_
964	de	detient	tient	tient	tenir___60089__3__1	v	_
965	de	detint	tint	tint	tinter___60140__1__1	v	_
966	de	detort	tort	tort	torer___60179__1__1	v	_
967	de	detraction	traction	traction	traction___49582__1	nc	détraction
968	de	detraient	traient	traient	treter___60337__1__1	v	détraire
969	de	detrainer	trainer	trainer	trainer___60209__1__1	v	détraîner
970	de	detraist	traist	traist	treter___60337__1__1	v	détraire
971	de	detrancha	trancha	trancha	tranchier___78363__1__1	v	détrancher
972	de	detranchent	tranchent	tranchent	tranchier___78363__1__1	v	_
973	de	detrancherai	trancherai	trancherai	tranchier___78363__1__1	v	détrancher
974	de	detras	tras	tras	trafer___60204__1__1	v	déterrer
975	de	detras	tras	tras	trafer___60204__1__1	v	détraire
976	de	detras	tras	tras	trafer___60204__1__1	v	tistre
977	de	detras	tras	tras	trafer___60204__1__1	v	être
978	de	detras	tras	tras	trafer___60204__1__1	v	destrer
979	de	detras	tras	tras	trafer___60204__1__1	v	distraire
980	de	detras	tras	tras	trafer___60204__1__1	v	téter
981	de	detras	tras	tras	trafer___60204__1__1	v	titrer
982	de	detrenché	trenché	trenché	trencher___60269__1__1	v	détrancher
983	de	detrencherent	trencherent	trencherent	trencher___60269__1__1	v	détrancher
984	de	detrier	trier	trier	trier___60343__1__1	v	détrier
985	de	detrïer	trïer	trïer	trïer___64995__1__1	v	détrier
986	de	detruise	truise	truise	trover___60371__1__4	v	détruire
987	de	deturs	turs	turs	tor___49080__1	nc	detteur
988	de	deullent	ullent	ullent	uller___65037__1__1	v	douloir
989	de	deuroit	uroit	uroit	urer___60421__1__1	v	_
990	de	devaller	valler	valler	valler___60433__1__1	v	dévaler
991	de	devanra	vanra	vanra	venir___60461__1__3	v	_
992	de	deveingne	veingne	veingne	venir___60461__1__3	v	_
993	de	deveis	veis	veis	veoir___60471__1__1	v	devoir
994	de	deveis	veis	veis	veoir___60471__1__1	v	dévier
995	de	deveis	veis	veis	veoir___60471__1__1	v	aller
996	de	deveis	veis	veis	veoir___60471__1__1	v	voir
997	de	deveis	veis	veis	veoir___60471__1__1	v	devire
998	de	deveis	veis	veis	veoir___60471__1__1	v	deviser
999	de	deveis	veis	veis	veoir___60471__1__1	v	desver
1000	de	deven	ven	ven	venir___60461__1__3	v	_
1001	de	devendra	vendra	vendra	venir___60461__1__3	v	devenir
1002	de	devendrai	vendrai	vendrai	venir___60461__1__3	v	_
1003	de	devendrat	vendrat	vendrat	venir___60461__1__3	v	_
1004	de	devendroit	vendroit	vendroit	venir___60461__1__3	v	devenir
1005	de	devendrum	vendrum	vendrum	venir___60461__1__3	v	_
1006	de	devendrunt	vendrunt	vendrunt	venir___60461__1__3	v	devenir
1007	de	devenez	venez	venez	venir___60461__1__3	v	devenir
1008	de	deveng	veng	veng	venir___60461__1__3	v	_
1009	de	devenis	venis	venis	venir___60461__1__3	v	devenir
1010	de	devenist	venist	venist	venir___60461__1__3	v	_
1011	de	devenoient	venoient	venoient	venir___60461__1__3	v	devenir
1012	de	devenoit	venoit	venoit	venir___60461__1__3	v	_
1013	de	devenra	venra	venra	venir___60461__1__3	v	devenir
1014	de	devenrai	venrai	venrai	venir___60461__1__3	v	devenir
1015	de	devenrai	venrai	venrai	venir___60461__1__3	v	venir
1016	de	devenrai	venrai	venrai	venir___60461__1__3	v	deviner
1017	de	devenrai	venrai	venrai	venir___60461__1__3	v	vener
1018	de	devenrai	venrai	venrai	venir___60461__1__3	v	desbenir
1019	de	devenrai	venrai	venrai	venir___60461__1__3	v	tevenir
1020	de	devenrra	venrra	venrra	venir___60461__1__3	v	devenir
1021	de	devenues	venues	venues	venir___60461__1__3	v	devenir
1022	de	devenus	venus	venus	venir___60461__1__3	v	devenir
1023	de	devereit	vereit	vereit	veoir___60471__1__1	v	devoir
1024	de	devereit	vereit	vereit	veoir___60471__1__1	v	verrer
1025	de	devereit	vereit	vereit	veoir___60471__1__1	v	voir
1026	de	deverons	verons	verons	vir___78947__2__1	v	devoir
1027	de	deviegn	viegn	viegn	venir___60461__1__3	v	devenir
1028	de	deviegne	viegne	viegne	venir___60461__1__3	v	_
1029	de	devieigne	vieigne	vieigne	venir___60461__1__3	v	devenir
1030	de	deviendra	viendra	viendra	venir___60461__1__3	v	devenir
1031	de	deviendray	viendray	viendray	venir___60461__1__3	v	devenir
1032	de	deviendrez	viendrez	viendrez	venir___60461__1__3	v	devenir
1033	de	devienent	vienent	vienent	venir___60461__1__3	v	devenir
1034	de	deviennent	viennent	viennent	venir___60461__1__3	v	devenir
1035	de	devindrent	vindrent	vindrent	venir___60461__1__3	v	_
1036	de	devineresse	vineresse	vineresse	vineresse___53077__1	nc	devin
1037	de	devineresse	vineresse	vineresse	vineresse___53077__1	nc	devineresse
1038	de	devinrent	vinrent	vinrent	venir___60461__1__3	v	_
1039	de	devost	vost	vost	voloir___60565__2__1	v	_
1040	de	devostes	vostes	vostes	voloir___60565__2__1	v	_
1041	de	devoye	voye	voye	veoir___60471__1__1	v	devoir
1042	de	devoye	voye	voye	veoir___60471__1__1	v	dévoyer
1043	de	devoz	voz	voz	vostre___53788__1	nc	_
1044	de	devyndrent	vyndrent	vyndrent	venir___60461__1__3	v	devenir
1045	de	devyndrent	vyndrent	vyndrent	venir___60461__1__3	v	venir
1046	de	devynt	vynt	vynt	venir___60461__1__3	v	devenir
1047	de	devynt	vynt	vynt	venir___60461__1__3	v	venir
1048	dé	débat	bat	bat	batre___748451__1__1	v	débattre
1049	dé	débatre	batre	batre	batre___748451__1__1	v	débattre
1050	dé	débatue	batue	batue	batue___999999__1__1	v	débattre
1051	dé	débouté	bouté	bouté	bouter___748736__1__1	v	débouter
1052	dé	débouter	bouter	bouter	bouter___748736__1__1	v	débouter
1053	dé	déceu	ceu	ceu	ceu___999__1	adj	_
1054	dé	déclaira	claira	claira	clairer___749461__1__1	v	déclarer
1055	dé	défaillent	faillent	faillent	faillir___754528__1__3	v	défaillir
1056	dé	défaut	faut	faut	fauter___754580__1__1	v	_
1057	dé	délaissera	laissera	laissera	laissier___756181__1__1	v	délaisser
1058	dé	délaissié	laissié	laissié	laissier___756181__1__1	v	délaisser
1059	dé	délay	lay	lay	loi___30900__1	nc	délai
1060	dé	délis	lis	lis	loiier___72471__1__1	v	lire
1061	dé	délis	lis	lis	loiier___72471__1__1	v	élire
1062	dé	délis	lis	lis	loiier___72471__1__1	v	délire
1063	dé	délis	lis	lis	loiier___72471__1__1	v	délirer
1064	dé	délis	lis	lis	loiier___72471__1__1	v	délier
1065	dé	délis	lis	lis	loiier___72471__1__1	v	delir
1066	dé	délivra	livra	livra	livrer___756268__1__1	v	délivrer
1067	dé	délivrance	livrance	livrance	livrance___30812__1	nc	délivrance
1068	dé	délivré	livré	livré	livrer___756268__1__1	v	délivrer
1069	dé	délivrer	livrer	livrer	livrer___756268__1__1	v	délivrer
1070	dé	démoly	moly	moly	moly___35146__1	nc	_
1071	dé	département	partement	partement	partement___39287__1	nc	département
1072	dé	départi	parti	parti	parti___999999__1__1	v	départir
1073	dé	départie	partie	partie	partie___999999__1__1	v	_
1074	dé	départir	partir	partir	partir___57243__1__1	v	départir
1075	dé	départirent	partirent	partirent	partir___57243__1__1	v	départir
1076	dé	départy	party	party	party___999999__1__1	v	départir
1077	dé	déservent	servent	servent	servir___59582__1__1	v	desservir
1078	dé	déservent	servent	servent	servir___59582__1__1	v	servir
1079	dé	déservent	servent	servent	servir___59582__1__1	v	server
1080	dé	déservi	servi	servi	servir___59582__1__1	v	desservir
1081	dé	désoler	soler	soler	soler___77616__1__1	v	désoler
1082	dé	détenus	tenus	tenus	tenus___999999__1__1	v	détenir
1083	dé	détient	tient	tient	tenir___60089__3__1	v	détenir
1084	dé	détint	tint	tint	tinter___60140__1__1	v	détenir
1085	des	desabelist	abelist	abelist	abelir___746746__1__1	v	_
1086	des	desacointera	acointera	acointera	acointier___746931__1__1	v	accointer
1087	des	desacointera	acointera	acointera	acointier___746931__1__1	v	desaccointer
1088	des	desarméz	arméz	arméz	armer___747879__1__1	v	désarmer
1089	des	desaveus	aveus	aveus	aveuer___748225__1__1	v	désavouer
1090	des	desaveus	aveus	aveus	aveuer___748225__1__1	v	desavoir
1091	des	desboit	boit	boit	buer___748893__1__1	v	_
1092	des	descaucha	caucha	caucha	caucher___749112__1__1	v	déchausser
1093	des	descauchoit	cauchoit	cauchoit	caucher___749112__1__1	v	_
1094	des	desceu	ceu	ceu	ceu___999__1	adj	_
1095	des	deschans	chans	chans	chan___15316__1	nc	déchant
1096	des	deschargé	chargé	chargé	chargé___999999__1__1	v	décharger
1097	des	deschargez	chargez	chargez	chargez___999999__1__1	v	décharger
1098	des	deschevalchierent	chevalchierent	chevalchierent	chevalchier___749344__1__1	v	_
1099	des	deschosoit	chosoit	chosoit	choser___749371__1__1	v	déchoir
1100	des	deschosoit	chosoit	chosoit	choser___749371__1__1	v	choser
1101	des	deschosoit	chosoit	chosoit	choser___749371__1__1	v	découdre
1102	des	deschosoit	chosoit	chosoit	choser___749371__1__1	v	déchausser
1103	des	desclost	clost	clost	closser___749535__1__1	v	déclore
1104	des	descompaigne	compaigne	compaigne	compaigner___749687__1__1	v	descompagner
1105	des	descompaigne	compaigne	compaigne	compaigner___749687__1__1	v	compagner
1106	des	desconbre	conbre	conbre	conbrer___749738__1__1	v	_
1107	des	desconfesisses	confesisses	confesisses	confaire___749807__1__1	v	déconfire
1108	des	desconfirent	confirent	confirent	confaire___749807__1__1	v	_
1109	des	desconfist	confist	confist	confaire___749807__1__1	v	déconfire
1110	des	descongneue	congneue	congneue	congneue___999999__1__1	v	déconnaître
1111	des	descongnoistre	congnoistre	congnoistre	congnoistre___99999__1__1	v	déconnaître
1112	des	desconnut	connut	connut	connuer___749867__1__1	v	connaotre
1113	des	desconnut	connut	connut	connuer___749867__1__1	v	déconnaître
1114	des	desconu	conu	conu	conu___999999__1__1	v	déconnaître
1115	des	desconuz	conuz	conuz	coniller___749846__1__1	v	déconnaître
1116	des	descouleure	couleure	couleure	couleurer___750217__1__1	v	décolorer
1117	des	descoulpez	coulpez	coulpez	coulper___750222__1__1	v	descoulper
1118	des	descourage	courage	courage	courager___750237__1__1	v	décourager
1119	des	descouragez	couragez	couragez	courager___750237__1__1	v	décourager
1120	des	descousue	cousue	cousue	cousue___999999__1__1	v	découdre
1121	des	descouvers	couvers	couvers	couvers___999999__1__1	v	découvrir
1122	des	descouverte	couverte	couverte	couverter___750277__1__1	v	_
1123	des	descouvertes	couvertes	couvertes	couvertes___999999__1__1	v	découvrir
1124	des	descovertez	covertez	covertez	coverter___750294__1__1	v	découvrir
1125	des	descovroiz	covroiz	covroiz	covrer___750300__1__1	v	découvrir
1126	des	descovroiz	covroiz	covroiz	covrer___750300__1__1	v	couvrir
1127	des	descreü	creü	creü	croire___750421__1__5	v	décroître
1128	des	descrevé	crevé	crevé	crever___750385__1__1	v	décrever
1129	des	descrevé	crevé	crevé	crever___750385__1__1	v	crever
1130	des	descrevé	crevé	crevé	crever___750385__1__1	v	escrever
1131	des	descrevé	crevé	crevé	crever___750385__1__1	v	descrouer
1132	des	descrevé	crevé	crevé	crever___750385__1__1	v	describer
1133	des	descrevé	crevé	crevé	crever___750385__1__1	v	dégrever
1134	des	descrevé	crevé	crevé	crever___750385__1__1	v	décroire
1135	des	descrevé	crevé	crevé	crever___750385__1__1	v	décroître
1136	des	descrevé	crevé	crevé	crever___750385__1__1	v	décrire
1137	des	descrissent	crissent	crissent	crisser___750404__1__1	v	décroître
1138	des	descrissent	crissent	crissent	crisser___750404__1__1	v	décrire
1139	des	descrissent	crissent	crissent	crisser___750404__1__1	v	décrier
1140	des	descrissent	crissent	crissent	crisser___750404__1__1	v	descremer
1141	des	descrist	crist	crist	crisser___750404__1__1	v	décrire
1142	des	descrus	crus	crus	croire___750421__1__1	v	décroire
1143	des	descrus	crus	crus	croire___750421__1__1	v	décroître
1144	des	descrus	crus	crus	croire___750421__1__1	v	croire
1145	des	descrus	crus	crus	croire___750421__1__1	v	croître
1146	des	descrus	crus	crus	croire___750421__1__1	v	décrire
1147	des	descrus	crus	crus	croire___750421__1__1	v	décrier
1148	des	descrut	crut	crut	croire___750421__1__5	v	_
1149	des	descunfortent	cunfortent	cunfortent	cunforter___750527__1__1	v	_
1150	des	descunseillez	cunseillez	cunseillez	cunseiller___750536__1__1	v	déconseiller
1151	des	descure	cure	cure	curer___750549__1__1	v	décourir
1152	des	descure	cure	cure	curer___750549__1__1	v	courir
1153	des	descure	cure	cure	curer___750549__1__1	v	cuire
1154	des	descure	cure	cure	curer___750549__1__1	v	curer
1155	des	descure	cure	cure	curer___750549__1__1	v	escourre
1156	des	descure	cure	cure	curer___750549__1__1	v	écurer
1157	des	descuvrir	cuvrir	cuvrir	cuvrir___750566__1__1	v	_
1158	des	desdaigne	daigne	daigne	daigner___750585__1__1	v	_
1159	des	desdaignoies	daignoies	daignoies	daigner___750585__1__1	v	dédaigner
1160	des	desdeïst	deïst	deïst	dire___751970__1__1	v	dire
1161	des	desdeïst	deïst	deïst	dire___751970__1__1	v	dédire
1162	des	desdeniant	deniant	deniant	deniier___750890__1__1	v	dénier
1163	des	desdeniant	deniant	deniant	deniier___750890__1__1	v	dédaigner
1164	des	desdeniant	deniant	deniant	deniier___750890__1__1	v	destenir
1165	des	desdeniant	deniant	deniant	deniier___750890__1__1	v	détenir
1166	des	desdictes	dictes	dictes	dire___751970__1__1	v	dire
1167	des	desdie	die	die	dire___751970__1__1	v	dédire
1168	des	desdis	dis	dis	dire___751970__1__1	v	dédire
1169	des	desdist	dist	dist	dire___751970__1__1	v	_
1170	des	desditz	ditz	ditz	dire___751970__1__3	v	dédire
1171	des	desdiz	diz	diz	dire___751970__1__1	v	dédire
1172	des	desduit	duit	duit	duit___999999__1__1	v	déduire
1173	des	desdunc	dunc	dunc	donc___8409__1	adv	donc
1174	des	desemparé	emparé	emparé	emparer___752247__1__1	v	désemparer
1175	des	desemparent	emparent	emparent	emparer___752247__1__1	v	désemparer
1176	des	deserités	erités	erités	erité___21900__1	nc	_
1177	des	desespoire	espoire	espoire	espoire___23035__1	nc	_
1178	des	desfeit	feit	feit	feire___754596__1__4	v	défaire
1179	des	desferge	ferge	ferge	ferge___24359__1	nc	_
1180	des	desfrit	frit	frit	froiier___754938__1__1	v	défrire
1181	des	desgarni	garni	garni	garni___999999__1__1	v	_
1182	des	desgarnie	garnie	garnie	garnie___999999__1__1	v	dégarnir
1183	des	desgarny	garny	garny	garny___999999__1__1	v	dégarnir
1184	des	desgeunent	geunent	geunent	geuner___755224__1__1	v	déjeuner
1185	des	deshet	het	het	haïr___755824__1__1	v	deshait
1186	des	deshet	het	het	haïr___755824__1__1	v	deshaitier
1187	des	deshetiez	hetiez	hetiez	hetiez___999999__1__1	v	deshaitier
1188	des	deshonnestement	honnestement	honnestement	onestement___9076__1	adv	déshonnêtement
1189	des	deshonneur	honneur	honneur	honneur___99999__1	nc	déshonneur
1190	des	deshonnourable	honnourable	honnourable	honnourable___999__1	adj	déshonorable
1191	des	deshonoree	honoree	honoree	honoree___999999__1__1	v	déshonorer
1192	des	deshonour	honour	honour	honour___28510__1	nc	déshonneur
1193	des	desiert	iert	iert	estre___999999__1__1	v	_
1194	des	desiretés	iretés	iretés	ireté___29210__1	nc	_
1195	des	desjoie	joie	joie	juer___756136__1__1	v	jouer
1196	des	desjoie	joie	joie	juer___756136__1__1	v	jouir
1197	des	desjoie	joie	joie	juer___756136__1__1	v	éjouir
1198	des	desjoie	joie	joie	juer___756136__1__1	v	éjouyer
1199	des	desjoie	joie	joie	juer___756136__1__1	v	déchoir
1200	des	desjoie	joie	joie	juer___756136__1__1	v	déjouer
1201	des	desjoie	joie	joie	juer___756136__1__1	v	joyer
1202	des	desleaus	leaus	leaus	leaus___999__1	adj	_
1203	des	desliee	liee	liee	liee___999999__1__1	v	_
1204	des	desliet	liet	liet	lié___4377__1	adj	_
1205	des	desloga	loga	loga	loger___756274__1__1	v	déloger
1206	des	desloge	loge	loge	loger___756274__1__1	v	déloger
1207	des	deslogié	logié	logié	logié___999999__1__1	v	déloger
1208	des	desloiaument	loiaument	loiaument	lëaument___8819__1	adv	déloyalement
1209	des	desloiaux	loiaux	loiaux	loiaux___999__1	adj	déloyal
1210	des	desloiez	loiez	loiez	loiez___999999__1__1	v	_
1211	des	desloyal	loyal	loyal	loyal___999__1	adj	déloyal
1212	des	desloyaument	loyaument	loyaument	lëaument___8819__1	adv	déloyalement
1213	des	desmaillez	maillez	maillez	mailleter___756346__1__1	v	démailler
1214	des	desmarche	marche	marche	marchier___756422__1__1	v	démarcher
1215	des	desmarche	marche	marche	marchier___756422__1__1	v	desmarcher
1216	des	desmenbre	menbre	menbre	menbrer___756512__1__1	v	démembrer
1217	des	desmenbre	menbre	menbre	menbrer___756512__1__1	v	membrer
1218	des	desmene	mene	mene	mener___756517__1__1	v	_
1219	des	desmeslés	meslés	meslés	meslé___34050__1	nc	_
1220	des	desmeu	meu	meu	meu___999999__1__1	v	démouvoir
1221	des	desmouvoir	mouvoir	mouvoir	mouvoir___99999__1__1	v	démouvoir
1222	des	desobé	obé	obé	ober___756858__1__1	v	desauber
1223	des	desobé	obé	obé	ober___756858__1__1	v	deshober
1224	des	desobé	obé	obé	ober___756858__1__1	v	désobéir
1225	des	desobeir	obeir	obeir	obeir___756857__1__1	v	désobéir
1226	des	desobeissance	obeissance	obeissance	obeissance___37522__1	nc	désobéissance
1227	des	desobey	obey	obey	obey___999999__1__1	v	désobéir
1228	des	desolee	olee	olee	olee___38002__1	nc	_
1229	des	desonur	onur	onur	onur___99999__1	nc	déshonneur
